库,f,w,S,表达式,sign,w归,贡献
h1,1260,0.13205307387490445,0.3500000000000001,"ts_std(mul(ts_mean(ts_std(ts_std(returns,5),5),40),returns),",1.0,0.0036061563784658625,0.0012621547324630522
h1,1261,0.11778866335951092,0.30000000000000004,"ts_std(div(returns,volume),5)",1.0,0.003216618343070554,0.0009649855029211663
h1,1262,0.05500822381378678,-0.4,"ts_std(div(ts_mean(entropy120,40),close),5)",1.0,0.0015021858359925927,-0.0006008743343970371
h1,1263,0.08981115333538842,0.44999999999999996,"div(ts_max(abs(returns),20),ts_mean(entropy120,40))",1.0,0.0024525976863256937,0.001103668958846562
h1,1264,0.06309833123478147,-0.65,"ts_std(slog(sub(ts_mean(close,244),close)),10)",1.0,0.0017231136161844501,-0.0011200238505198925
h1,1265,0.09854394008408202,1.0,"ts_std(delta(div(ts_mean(close,40),close),10),5)",1.0,0.0026910760019869875,0.0026910760019869875
h5,46,0.19071491011737424,0.95,"ssqrt(ts_sum(mul(returns,returns),20))",1.0,0.003997566143990736,0.003797687836791199
h5,47,0.03634013972824672,0.75,"mul(close,ts_min(ts_sum(delay(ts_argmax(beta120,10),40),120)",-1.0,0.0007617239373477672,0.0005712929530108254
h5,61,0.09844210942467167,0.6000000000000001,"ts_std(div(open,volume),3)",1.0,0.0020634403651864667,0.0012380642191118802
h5,131,0.010826747577836434,-0.95,"div(ts_rank(amount,3),ts_mean(low,244))",1.0,0.00022693894011776978,-0.00021559199311188128
h5,247,0.2169070705630675,-0.75,"div(ts_argmin(ts_decay_linear(ts_argmax(returns,20),10),40),",-1.0,0.004546578771116936,-0.0034099340783377017
h5,352,0.07375522895353717,0.09999999999999998,"sub(sub(returns,ts_std(returns,20)),ts_max(returns,40))",-1.0,0.0015459798398850266,0.00015459798398850263
h5,353,0.09846350268893973,0.3500000000000001,"ts_std(returns,3)",1.0,0.002063888788379466,0.0007223610759328133
h5,354,0.18339505557191968,-0.75,"sub(sub(ts_std(ts_std(returns,20),60),ts_std(sub(ts_std(beta",-1.0,0.003844135021632044,-0.002883101266224033
h5,359,0.18950257772705323,1.0,"sub(sub(sub(ts_std(beta120,60),ts_std(returns,20)),ts_max(re",1.0,0.003972154502521132,0.003972154502521132
h5,395,0.05572320950300646,-0.050000000000000044,"ts_std(slog(close),3)",1.0,0.0011680115393527806,-5.840057696763908e-05
h5,396,0.12053615162389342,0.25,"ts_std(neg(returns),5)",1.0,0.002526552531011121,0.0006316381327527802
h5,402,0.00796900690241079,-0.275,"ts_std(add(ts_min(volume,60),returns),5)",1.0,0.00016703797398273635,-4.59354428452525e-05
