库,f,w,S,表达式,sign,w归,贡献
h1_s42,1078,0.09517928976642091,0.19999999999999996,"ts_std(abs(ssqrt(amount)),5)",1.0,0.0015669689336805911,0.0003133937867361182
h1_s42,1122,0.1893733112068435,-0.725,"ts_max(ts_std(close,3),5)",1.0,0.0031177170606923395,-0.002260344869001946
h1_s42,1124,0.11383440975274581,0.02499999999999991,"ts_max(ts_std(limit_net,3),5)",1.0,0.001874094502114576,4.6852362552864234e-05
h1_s42,1126,0.16534354814023292,0.725,"ts_min(neg(returns),10)",-1.0,0.002722106920067312,0.001973527517048801
h1_s42,1127,0.13678985126307378,0.7250000000000001,"ts_max(ts_max(abs(ssqrt(returns)),3),10)",1.0,0.002252017722532387,0.0016327128488359808
h1_s42,1174,0.11598447685194464,-0.10000000000000009,"neg(ts_std(limit_net,5))",-1.0,0.0019094917861039963,-0.0001909491786103998
h1_s42,1175,0.05178833445734307,-0.95,"neg(ts_std(high,10))",-1.0,0.000852608917558308,-0.0008099784716803926
h1_s42,1176,0.037783509453882105,-0.8500000000000001,"neg(ts_std(high,5))",-1.0,0.0006220427328776706,-0.0005287363229460201
h1_s42,1177,0.10497018005698038,-0.10000000000000009,"neg(ts_std(amount,5))",-1.0,0.001728159681752282,-0.00017281596817522835
h1_s42,1178,0.1092367025569278,0.6499999999999999,"ema(ts_std(ts_std(limit_net,5),5),5)",1.0,0.001798400888937939,0.0011689605778096603
h1_s42,1179,0.13940296973939198,-0.95,"ts_std(ts_std(low,5),5)",1.0,0.0022950383784173605,-0.0021802864594964925
h1_s42,1224,0.15774858251800497,-0.65,"ts_std(ts_decay_linear(returns,5),5)",1.0,0.002597068424701254,-0.001688094476055815
h1_s42,1226,0.10105737158240989,-0.55,"ts_std(ema(volume,10),5)",1.0,0.0016637417885515574,-0.0009150579837033567
h1_s42,1227,0.1462611506987526,-0.85,"ts_std(ts_std(close,3),5)",1.0,0.0024079469379501214,-0.0020467548972576033
h1_s42,1228,0.08159576976988255,0.44999999999999996,"ts_std(div(ts_std(returns,5),ts_rank(limit_net,244)),5)",1.0,0.0013433388362419569,0.0006045024763088805
h1_s42,1229,0.15035502757828512,-0.8,"ts_std(ts_std(high,5),3)",1.0,0.0024753458217228797,-0.0019802766573783037
h1_s42,1230,0.05845574741970151,-0.7,"slog(ts_std(ts_std(close,5),5))",1.0,0.0009623767988450295,-0.0006736637591915206
h1_s42,1269,0.11598447685194464,-0.050000000000000044,"slog(ts_std(limit_net,5))",1.0,0.0019094917861039963,-9.54745893051999e-05
h1_s42,1270,0.1286524823260458,-0.65,"ts_std(mul(ssqrt(open),delta(returns,60)),5)",1.0,0.0021180494574033607,-0.0013767321473121845
h1_s42,1271,0.08643469539899828,0.75,"ts_std(ts_std(sub(open,high),5),5)",1.0,0.0014230037103109187,0.0010672527827331891
h1_s42,1273,0.03043784966136361,-0.9,"slog(ts_std(sub(open,high),5))",1.0,0.0005011086439544314,-0.0004509977795589883
h1_s42,1311,0.12733327918656032,-0.050000000000000044,"ts_std(ts_zscore(add(returns,ts_zscore(returns,10)),244),20)",1.0,0.0020963309686243352,-0.00010481654843121686
h1_s42,1314,0.060630991060039455,-0.5,"ts_std(ts_zscore(close,244),10)",1.0,0.0009981885727714868,-0.0004990942863857434
h1_s42,1315,0.09703392387468264,-0.75,"ts_std(slog(close),5)",1.0,0.0015975024041248705,-0.0011981268030936529
h1_s42,1316,0.0487503206618512,-0.6,"ts_std(ts_tsi(nhnl,10),40)",1.0,0.0008025930659028535,-0.0004815558395417121
h1_s42,1317,0.13505807032534162,0.5,"ts_std(abs(returns),20)",1.0,0.002223506825508191,0.0011117534127540955
h1_s42,1318,0.14988430941825165,0.6499999999999999,"ts_std(ts_zscore(returns,10),40)",1.0,0.002467596228979523,0.0016039375488366898
h1_s42,1319,0.060845111436906435,0.10000000000000009,"ts_std(ts_zscore(ts_tsi(returns,10),244),10)",1.0,0.0010017137091687214,0.00010017137091687222
h1_s42,1320,0.0764045393249983,-0.55,"ts_zscore(add(returns,ts_tsi(ts_std(returns,5),10)),244)",1.0,0.0012578738484838707,-0.0006918306166661289
h1_s42,1365,0.035294373509258604,-0.6,"ts_std(mul(ts_slope(close,10),ts_slope(ts_std(returns,3),3))",1.0,0.0005810632434687386,-0.00034863794608124314
h1_s42,1366,0.11568556369257937,-0.09999999999999998,"ts_std(mul(ts_min(returns,3),mul(ts_mean(mul(beta120,beta120",1.0,0.0019045706773654968,-0.00019045706773654963
h1_s42,1367,0.07747949365653496,0.10000000000000009,"ts_std(mul(limit_net,ts_std(ts_std(returns,3),3)),3)",1.0,0.0012755711862847418,0.0001275571186284743
h1_s42,1368,0.07643246176764852,-0.55,"ts_std(mul(ts_std(beta120,3),mul(ts_mean(ts_mean(limit_net,2",1.0,0.0012583335451289365,-0.0006920834498209151
h1_s42,1369,0.056174893193358374,-0.5,"ts_std(mul(ts_slope(close,10),limit_net),3)",1.0,0.0009248263220164591,-0.00046241316100822954
h1_s42,1370,0.09420082103457834,-0.6,"ts_std(ts_std(mul(ts_slope(close,10),ts_slope(limit_net,3)),",1.0,0.0015508600710368598,-0.0009305160426221158
h1_s42,1371,0.021723913674225246,-0.75,"ts_std(mul(ts_slope(close,10),ts_slope(high,3)),3)",1.0,0.0003576481598991658,-0.00026823611992437434
h1_s42,1372,0.09443171577895208,0.6000000000000001,"ts_std(mul(delay(returns,3),ts_std(mul(amt_ent,limit_net),3)",1.0,0.0015546613695364775,0.0009327968217218867
h1_s42,1373,0.09421582075035945,-0.55,"ts_std(mul(ts_slope(close,10),mul(ts_er(ts_max(close,60),60)",1.0,0.0015511070164458947,-0.0008531088590452422
h1_s42,1374,0.1568314006428687,0.0,"ts_std(mul(ts_std(returns,3),mul(ts_min(breadth,120),ts_std(",1.0,0.0025819685483689085,0.0
h1_s42,1375,0.05928547217326421,-0.19999999999999996,"ts_std(mul(ts_slope(delta(amt_ent,5),10),ts_slope(limit_net,",1.0,0.0009760368389181297,-0.0001952073677836259
h1_s42,1376,0.12871879237806974,0.050000000000000044,"ts_std(mul(ts_mean(mul(beta120,breadth),20),mul(ts_mean(beta",1.0,0.0021191411422832045,0.00010595705711416031
h1_s42,1377,0.08781622269495681,0.050000000000000044,"ts_std(mul(ts_std(high,3),mul(delay(limit_net,20),ts_std(lim",1.0,0.0014457482628192578,7.228741314096296e-05
h1_s42,1378,0.17244484696817838,0.3500000000000001,"ts_std(mul(ts_std(disp,3),ts_std(mul(amt_ent,limit_net),3)),",1.0,0.0028390180115398463,0.0009936563040389465
h1_s42,1379,0.11885407530076768,-0.30000000000000004,"ts_min(mul(ts_slope(close,10),ts_slope(limit_net,3)),5)",-1.0,0.0019567349587782065,-0.000587020487633462
h1_s42,1380,0.09616368201102003,0.25,"ts_std(mul(ts_std(returns,3),mul(ts_mean(beta120,20),returns",1.0,0.0015831753171241783,0.0003957938292810446
h1_s42,1416,0.04363374181964145,-0.8,"ts_std(ema(ts_slope(returns,5),120),5)",1.0,0.0007183570928025515,-0.0005746856742420412
h1_s42,1417,0.14064704159089972,-1.0,"sub(neg(disp),ts_std(abs(sub(ts_argmax(amount,20),ts_std(low",-1.0,0.0023155199553167387,-0.0023155199553167387
h1_s42,1418,0.1471095925709791,-0.09999999999999998,"ts_std(mul(limit_net,ts_er(low,5)),5)",1.0,0.002421915124296914,-0.00024219151242969134
h1_s42,1419,0.14085717346662793,-0.9,"ts_std(ts_std(high,3),5)",1.0,0.0023189794276667654,-0.002087081484900089
h1_s42,1420,0.07830239605259469,-0.7,"ts_std(ts_zscore(close,120),5)",1.0,0.0012891189075720235,-0.0009023832353004164
h1_s42,1421,0.10352771771116615,0.6000000000000001,"ts_std(ts_std(ts_std(limit_net,5),3),5)",1.0,0.001704411934848077,0.0010226471609088464
h1_s42,1422,0.0721186565104374,-0.44999999999999996,"ts_std(ts_std(returns,5),5)",1.0,0.0011873139058714201,-0.0005342912576421391
h1_s42,1423,0.05424099384078571,0.65,"neg(slog(ts_std(ts_max(sub(high,open),5),5)))",-1.0,0.0008929878809671178,0.0005804421226286266
h1_s42,1453,0.079411277535692,0.0,"ts_std(mul(ssqrt(ssqrt(limit_net)),ts_std(open,10)),5)",1.0,0.001307374799577641,0.0
h1_s42,1454,0.040342888248162796,-0.09999999999999998,"ts_std(slog(mul(mul(ssqrt(limit_net),ts_std(open,3)),ts_std(",1.0,0.0006641786541479469,-6.641786541479467e-05
h1_s42,1455,0.1043793772619698,0.6499999999999999,"ts_std(ssqrt(mul(limit_net,ts_std(ts_std(open,120),3))),5)",1.0,0.0017184330949287705,0.0011169815117037006
h1_s42,1456,0.06024069435077132,0.30000000000000004,"ts_std(mul(ssqrt(limit_net),ts_std(breadth,3)),5)",1.0,0.000991762985652253,0.0002975288956956759
h1_s42,1457,0.09357565765365693,0.10000000000000009,"ts_std(ssqrt(mul(limit_net,ts_std(beta120,3))),5)",1.0,0.0015405677942318674,0.00015405677942318687
h1_s42,1459,0.1099137350370488,0.0,"ts_std(ssqrt(mul(limit_net,ts_std(skew120,5))),5)",1.0,0.0018095471043178375,0.0
h1_s42,1460,0.05845574741970151,-0.7,"ts_std(ts_std(abs(close),5),5)",1.0,0.0009623767988450295,-0.0006736637591915206
h1_s42,1461,0.06159412935450318,1.0,"ts_std(ssqrt(div(limit_net,ts_std(open,3))),5)",1.0,0.0010140450452243335,0.0010140450452243335
h1_s42,1462,0.09690515134995267,-0.44999999999999996,"ts_std(mul(ssqrt(disp),ts_std(open,3)),5)",1.0,0.001595382378368651,-0.0007179220702658929
h1_s42,1463,0.13462811573398706,0.8500000000000001,"ts_std(mul(ssqrt(limit_net),ts_std(ts_std(limit_net,5),5)),5",1.0,0.0022164283372236144,0.0018839640866400724
h1_s42,1465,0.11946510804640201,-0.30000000000000004,"ts_std(mul(ssqrt(limit_net),ts_argmax(abs(breadth),10)),5)",1.0,0.001966794598141142,-0.0005900383794423428
h1_s42,1466,0.031391958834301265,-0.75,"ts_std(mul(ssqrt(limit_net),ts_zscore(open,10)),5)",1.0,0.0005168164669167797,-0.00038761235018758473
h1_s137,31,0.15040845282867255,0.25,"ts_std(abs(ts_decay_linear(returns,10)),5)",1.0,0.003929338103711,0.00098233452592775
h1_s137,33,0.023471907336631345,-0.44999999999999996,"ema(div(high,low),5)",1.0,0.0006131906693412751,-0.00027593580120357375
h1_s137,62,0.0838252563937903,0.55,"ts_std(div(returns,volume),10)",1.0,0.002189888718399706,0.0012044387951198384
h1_s137,65,0.03262418733708179,0.35,"add(ts_argmax(ts_std(close,60),10),mul(limit_net,ts_argmax(b",-1.0,0.0008522889504901822,0.00029830113267156373
h1_s137,81,0.05856468979750823,0.050000000000000044,"ts_std(ts_sum(slog(returns),3),10)",1.0,0.0015299703096839235,7.649851548419625e-05
h1_s137,84,0.12016422200475041,-0.10000000000000009,"slog(ts_corr(limit_net,limit_net,5))",-1.0,0.0031392242081227234,-0.0003139224208122726
h1_s137,130,0.04288322370396756,-0.6499999999999999,"ts_min(returns,10)",-1.0,0.0011203006329830463,-0.00072819541143898
h1_s137,199,0.07285040311284581,0.3999999999999999,"mul(ts_std(returns,3),ts_std(sub(ts_slope(skew120,244),delay",1.0,0.0019031767127348747,0.0007612706850939498
h1_s137,200,0.14459710654757282,-0.6,"mul(ts_std(returns,3),ts_std(sub(ts_slope(skew120,244),ts_er",1.0,0.003777519878426847,-0.0022665119270561082
h1_s137,201,0.020081891146333276,0.5,"mul(ts_std(returns,3),ts_std(sub(ts_slope(skew120,244),delay",1.0,0.0005246283609189648,0.0002623141804594824
h1_s137,222,0.003192346131816145,0.1499999999999999,"ts_std(ts_rank(returns,60),3)",1.0,8.339828686535333e-05,1.2509743029802992e-05
h1_s137,253,0.06959149592292864,0.1499999999999999,"mul(mul(ts_std(disp,5),ts_std(returns,3)),ts_std(ts_decay_li",1.0,0.0018180395548360057,0.0002727059332254007
h1_s137,256,0.04793892938217478,-0.55,"mul(ts_std(returns,5),ts_std(ts_decay_linear(ts_std(ts_decay",1.0,0.0012523781631279525,-0.000688807989720374
h1_s137,288,0.16013844811166766,0.825,"ts_sum(ts_max(returns,20),3)",1.0,0.00418352887886611,0.0034514113250645405
h1_s137,363,0.11024235777608338,0.55,"ts_std(returns,10)",1.0,0.0028800209622921375,0.0015840115292606758
h1_s137,416,0.0002802451383215419,-0.25,"ts_std(ts_rank(div(returns,xskew),10),3)",1.0,7.321250100490865e-06,-1.8303125251227163e-06
h1_s137,417,0.019715738200872735,0.44999999999999996,"ts_min(ts_std(returns,5),5)",1.0,0.0005150628166072834,0.0002317782674732775
h1_s137,446,0.11254142094625401,-0.85,"mul(abs(returns),ts_max(ts_slope(ts_max(returns,120),3),120)",1.0,0.002940082723100756,-0.0024990703146356426
h1_s137,473,0.08440277422364367,0.3999999999999999,"ts_std(ssqrt(neg(returns)),5)",1.0,0.00220497605406295,0.0008819904216251798
h1_s137,475,0.10410282112488253,0.6000000000000001,"ts_std(slog(open),20)",1.0,0.0027196289440976993,0.0016317773664586198
h1_s137,478,0.0197485161513453,0.55,"ts_std(ssqrt(limit_net),3)",1.0,0.0005159191225351166,0.00028375551739431414
h1_s137,499,0.010263129893668918,-0.875,"ts_max(ts_min(close,244),244)",-1.0,0.0002681186236285855,-0.0002346037956750123
h1_s137,500,0.028189620059207124,0.3500000000000001,"delay(ts_min(ts_tsi(delay(amount,60),244),60),5)",1.0,0.0007364383194204556,0.0002577534117971595
h1_s137,501,0.10605069280431545,0.050000000000000044,"ts_std(ts_decay_linear(amount,5),5)",1.0,0.0027705160203702925,0.00013852580101851475
h1_s137,503,0.05736769603165519,0.25,"delta(ts_tsi(skew120,3),10)",1.0,0.0014986995059118214,0.00037467487647795534
h1_s137,504,0.08289099930799254,-0.4,"ts_tsi(skew120,3)",1.0,0.0021654817658857493,-0.0008661927063542997
h1_s137,526,0.14276138660355012,-0.5,"ts_std(mul(ts_std(open,5),ts_std(returns,5)),5)",1.0,0.0037295627045570573,-0.0018647813522785286
h1_s137,580,0.13021083753432633,0.675,"ts_mean(ts_argmax(returns,40),10)",-1.0,0.003401686513074855,0.002296138396325527
h1_s137,583,0.16922001690632743,-0.19999999999999996,"ts_std(abs(abs(ema(neg(breadth),5))),5)",1.0,0.00442077986865574,-0.0008841559737311478
h1_s137,585,0.053298580399108446,0.25,"ts_std(abs(ts_decay_linear(abs(returns),5)),5)",1.0,0.0013923960980735354,0.00034809902451838384
h1_s137,611,0.03973382532956058,0.19999999999999996,"add(ts_slope(entropy120,5),ts_std(returns,5))",1.0,0.00103802433265823,0.00020760486653164596
h1_s137,637,0.0063653857689090175,-0.7,"ts_std(div(div(div(close,ts_mean(close,10)),ts_decay_linear(",1.0,0.00016629220217486288,-0.000116404541522404
h1_s137,677,0.08266488319796757,0.55,"ts_mean(mul(ts_std(returns,3),disp),5)",1.0,0.0021595746068778965,0.001187766033782843
h1_s137,679,0.013372294644576045,0.2749999999999999,"ts_max(ts_tsi(disp,10),20)",1.0,0.0003493438426684396,9.606955673382086e-05
h1_s137,682,0.01690102117039125,0.25,"ssqrt(ts_max(div(open,low),10))",1.0,0.00044152988231380055,0.00011038247057845014
h1_s137,707,0.0336710646878646,0.25,"ts_std(limit_net,10)",1.0,0.0008796380454843881,0.00021990951137109704
h1_s137,708,0.10988888737546176,-0.35,"ts_std(ts_std(limit_net,3),5)",1.0,0.0028707867424888223,-0.0010047753598710879
h1_s137,709,0.08745588688253335,-0.85,"ts_std(close,5)",1.0,0.0022847369430281654,-0.0019420264015739405
h1_s137,741,0.12465898588215676,0.8,"mul(nhnl,ts_corr(amt_ent,volume,244))",1.0,0.0032566474422463694,0.0026053179537970958
h1_s137,766,0.0455125335420697,0.0,"ts_std(ts_rank(limit_net,20),5)",1.0,0.0011889899063517798,0.0
h1_s137,806,0.11519168977003898,0.3999999999999999,"ts_std(sub(limit_net,disp),5)",1.0,0.003009319538442762,0.0012037278153771045
h1_s137,809,0.06642064624295621,-0.15000000000000002,"mul(entropy120,ts_std(sub(limit_net,amt_ent),5))",1.0,0.0017352028509517654,-0.00026028042764276484
h1_s137,810,0.029414019373530456,-0.85,"ts_std(div(limit_net,xskew),5)",1.0,0.0007684250780729663,-0.0006531613163620213
h1_s137,840,0.16103240093327661,-0.8,"ts_std(ema(ema(returns,3),3),5)",1.0,0.004206882904645958,-0.003365506323716767
h1_s137,842,0.037783509453882105,-0.8,"ts_std(high,5)",1.0,0.0009870734031030592,-0.0007896587224824474
h1_s137,843,0.13323937796674343,-0.19999999999999996,"ts_std(ema(amount,3),5)",1.0,0.003480805466138491,-0.0006961610932276981
h1_s137,886,0.059921973359724705,0.3500000000000001,"ts_decay_linear(ema(ssqrt(ts_sum(abs(returns),3)),3),5)",1.0,0.0015654285962247256,0.0005479000086786541
h1_s137,887,0.05178833445734307,-0.9,"sub(ts_std(high,10),ema(disp,20))",1.0,0.0013529417534981463,-0.0012176475781483318
h1_s137,888,0.030201273354302696,0.44999999999999996,"div(ts_std(limit_net,3),abs(skew120))",1.0,0.0007889916553215879,0.0003550462448947145
h1_s137,889,0.04484463552023141,0.30000000000000004,"div(ts_std(mul(entropy120,limit_net),10),close)",1.0,0.0011715414378831105,0.0003514624313649332
h1_s137,890,0.0204408671191497,-0.7,"div(ts_std(limit_net,3),xskew)",1.0,0.000534006410767739,-0.00037380448753741727
h1_s137,931,0.09487351984616468,-0.95,"ts_std(open,10)",1.0,0.0024785185244166758,-0.002354592598195842
h1_s137,957,0.1849282238681399,0.0,"ts_std(ts_decay_linear(mul(amt_ent,amount),5),3)",1.0,0.004831148135832422,0.0
h1_s137,958,0.10433780751625782,1.0,"ts_std(open,40)",1.0,0.0027257678343270684,0.0027257678343270684
h1_s137,989,0.08259957418363244,-0.5,"div(ts_std(limit_net,5),breadth)",1.0,0.002157868444799126,-0.001078934222399563
h1_s137,990,0.0714121868936269,0.3999999999999999,"slog(ts_mean(ts_std(returns,5),3))",1.0,0.001865604105043808,0.000746241642017523
h1_s137,991,0.05153755846096384,-0.95,"slog(ts_mean(ts_std(open,5),3))",1.0,0.0013463903685225198,-0.0012790708500963939
h1_s137,992,0.10497018005698038,-0.050000000000000044,"ts_std(amount,5)",1.0,0.0027422882191410268,-0.00013711441095705146
h1_s137,993,0.07799110134821133,-0.19999999999999996,"div(ts_std(returns,5),ts_std(limit_net,5))",-1.0,0.0020374746266886242,-0.00040749492533772474
h1_s137,994,0.05845574741970151,-0.7,"ts_std(ts_std(close,5),5)",1.0,0.0015271242499833267,-0.0010689869749883286
h1_s137,1026,0.1425552632069855,0.0,"ts_std(neg(ts_std(ssqrt(limit_net),3)),3)",1.0,0.0037241778441921267,0.0
h1_s137,1027,0.03685674677821925,0.5,"ts_std(add(returns,close),20)",1.0,0.0009628622379318619,0.00048143111896593096
h1_s137,1028,0.034051066283658726,1.0,"ts_max(ts_std(neg(delta(disp,10)),3),20)",1.0,0.0008895653781691121,0.0008895653781691121
h1_s137,1061,0.07432937857051583,-0.7,"ts_std(ts_std(low,3),3)",1.0,0.0019418141331124109,-0.0013592698931786875
h1_s137,1062,0.0418318348720487,-1.0,"div(ts_argmax(skew120,3),sub(amount,breadth))",-1.0,0.0010928336780255293,-0.0010928336780255293
h1_s137,1097,0.057373100312027504,0.44999999999999996,"ts_std(ts_std(returns,5),10)",1.0,0.00149884068976413,0.0006744783103938584
h1_s137,1098,0.16534354814023292,0.7749999999999999,"ts_max(returns,10)",1.0,0.004319509254245449,0.003347619672040223
h1_s137,1099,0.06420574388872935,0.44999999999999996,"ts_std(ts_mean(neg(volume),3),5)",1.0,0.0016773397451702284,0.0007548028853266027
h1_s137,1136,0.12062865107441868,-0.7,"ts_std(ts_std(open,5),5)",1.0,0.003151357162126295,-0.0022059500134884065
h1_s137,1137,0.10391242754166363,0.65,"ts_argmax(div(amount,disp),5)",-1.0,0.0027146550164548412,0.001764525760695647
h1_s137,1152,0.023610266481504095,-0.19999999999999996,"ts_std(add(abs(limit_net),ts_decay_linear(ts_max(entropy120,",1.0,0.0006168052259019004,-0.00012336104518038005
h1_s137,1153,0.13322803248616158,-0.30000000000000004,"abs(div(close,abs(high)))",-1.0,0.00348050907169844,-0.001044152721509532
h1_s137,1154,0.09360804936829911,0.44999999999999996,"ts_std(ts_std(ts_std(ts_decay_linear(amount,20),3),3),3)",1.0,0.0024454588042062526,0.0011004564618928136
h1_s137,1155,0.1030378709330419,0.44999999999999996,"ts_max(ts_std(ts_decay_linear(high,20),3),3)",1.0,0.002691807706071135,0.0012113134677320108
h1_s137,1190,0.05310139482170201,-0.95,"ts_std(mul(open,entropy120),10)",1.0,0.0013872447333182051,-0.0013178824966522948
h1_s137,1191,0.03841010642245502,-0.35,"delta(ts_std(open,10),20)",1.0,0.0010034429042712408,-0.00035120501649493427
h1_s137,1192,0.006224296178815061,-0.65,"ts_std(ts_tsi(close,60),10)",1.0,0.000162606314234611,-0.00010569410425249715
h1_s137,1225,0.11818860017586516,0.0,"ts_std(ts_std(mul(limit_net,volume),3),3)",1.0,0.0030876121744586008,0.0
h1_s137,1226,0.16117022748571194,-0.9,"ts_max(mul(ts_std(ts_std(low,5),3),ts_std(returns,20)),3)",1.0,0.0042104835475220885,-0.0037894351927698798
h1_s137,1227,0.0598644439736538,0.8500000000000001,"ts_std(mul(limit_net,mul(ts_max(ts_std(low,5),244),ts_std(lo",1.0,0.00156392567265547,0.0013293368217571497
h1_s137,1228,0.11084837761228024,0.0,"ema(ts_max(mul(returns,returns),3),3)",1.0,0.0028958528971946627,0.0
h1_s137,1229,0.07557482339687044,-0.025000000000000022,"ts_max(mul(limit_net,returns),3)",1.0,0.0019743506941914566,-4.935876735478646e-05
h1_s137,1230,0.04099781424555447,-0.19999999999999996,"ts_max(mul(ts_max(ts_std(low,5),3),ts_argmin(ts_tsi(beta120,",1.0,0.001071045347879632,-0.00021420906957592635
h1_s137,1231,0.09151558661155033,-0.75,"ts_max(ts_std(low,5),3)",1.0,0.0023907943655655955,-0.0017930957741741967
h1_s137,1232,0.02602320039789389,0.19999999999999996,"ts_min(mul(returns,abs(limit_net)),10)",-1.0,0.0006798417973252293,0.00013596835946504582
h5_s42,47,0.05868799216561192,0.4,"sub(sub(ts_argmax(ts_rank(ts_max(low,244),20),40),low),sub(r",-1.0,0.0014160783048354742,0.0005664313219341898
h5_s42,141,0.07188386803676992,-0.95,"ts_max(ts_max(ts_slope(slog(volume),20),120),5)",1.0,0.0017344806362990818,-0.0016477566044841277
h5_s42,169,0.10597989103454947,-0.02499999999999991,"ts_max(close,244)",-1.0,0.0025571811013631787,-6.392952753407924e-05
h5_s42,229,0.1375227890470819,-0.95,"ts_std(abs(delta(high,244)),5)",1.0,0.0033182773989011583,-0.0031523635289561003
h5_s42,317,0.07552977369295842,0.75,"ts_min(ema(ts_std(returns,3),5),20)",1.0,0.0018224524293472457,0.0013668393220104343
h5_s42,320,0.09846350268893973,0.3500000000000001,"ts_std(returns,3)",1.0,0.002375818712326246,0.0008315365493141864
h5_s42,339,0.18306768603615312,0.95,"ts_mean(ssqrt(add(abs(returns),sign(ts_mean(limit_net,244)))",1.0,0.0044172269138239234,0.004196365568132727
h5_s42,342,0.10142723336054024,0.10000000000000009,"add(abs(disp),abs(abs(ts_mean(returns,20))))",1.0,0.00244733035466674,0.0002447330354666742
h5_s42,343,0.0754212645104798,-0.4,"div(abs(returns),xskew)",1.0,0.001819834219156142,-0.0007279336876624569
h5_s42,369,0.2052789405985301,0.3999999999999999,"ts_std(mul(ts_std(open,20),ts_max(nhnl,120)),5)",1.0,0.00495316066361388,0.0019812642654455513
h5_s42,394,0.05472414867964661,-0.85,"abs(mul(div(ts_slope(delay(nhnl,244),40),ts_argmax(delay(dis",1.0,0.0013204350129607204,-0.0011223697610166124
h5_s42,397,0.1545281268104806,-0.44999999999999996,"abs(mul(div(ts_slope(close,40),ts_argmax(delay(returns,244),",1.0,0.0037285979599657507,-0.0016778690819845878
h5_s42,430,0.32716042337872026,0.7749999999999999,"ts_max(returns,20)",1.0,0.007894030118461862,0.006117873341807942
h5_s42,455,0.11822993018797505,-0.35,"mul(ts_max(nhnl,120),ts_std(returns,3))",1.0,0.0028527614072901466,-0.0009984664925515513
h5_s42,456,0.20183086948190926,0.0,"mul(ts_std(returns,20),add(delay(nhnl,120),ts_std(nhnl,20)))",1.0,0.004869962405816987,0.0
h5_s42,457,0.13833988876084893,0.3500000000000001,"add(delay(nhnl,120),add(add(ssqrt(ts_std(returns,20)),ssqrt(",1.0,0.0033379931386096767,0.001168297598513387
h5_s42,458,0.11640182032311029,-0.75,"add(delay(nhnl,120),add(ssqrt(ts_std(returns,20)),ts_std(ssq",1.0,0.0028086510770000002,-0.00210648830775
h5_s42,460,0.185742260278313,0.5,"add(ts_std(nhnl,3),ssqrt(mul(ts_std(returns,20),slog(ts_std(",1.0,0.004481761521658295,0.0022408807608291473
h5_s42,508,0.01435241513387066,0.050000000000000044,"ts_corr(ts_decay_linear(mul(disp,entropy120),120),ts_sum(bet",-1.0,0.0003463083834204751,1.731541917102377e-05
h5_s42,854,0.1443555039232374,-0.30000000000000004,"ts_slope(disp,10)",1.0,0.003483143480397806,-0.0010449430441193419
h5_s42,905,0.04076920925811989,-1.0,"div(low,high)",-1.0,0.0009837172921643975,-0.0009837172921643975
h5_s42,979,0.0534672015419432,-0.1499999999999999,"delay(add(nhnl,div(ts_min(volume,20),disp)),3)",-1.0,0.0012901062266733306,-0.00019351593400099946
h5_s42,981,0.09752788010285957,-0.15000000000000002,"add(ts_slope(disp,10),delay(ts_slope(disp,60),60))",1.0,0.002353243142831154,-0.0003529864714246732
h5_s42,982,0.2035442672422509,-0.75,"ts_zscore(ema(disp,5),40)",1.0,0.004911304856060074,-0.0036834786420450556
h5_s42,1018,0.04583426845234707,0.675,"neg(ts_max(abs(slog(returns)),20))",-1.0,0.0011059317379646966,0.0007465039231261703
h5_s42,1041,0.09440355934420995,-0.44999999999999996,"ts_rank(ts_rank(delta(ema(disp,60),5),60),60)",1.0,0.0022778566339319247,-0.001025035485269366
h5_s42,1042,0.10072130381732092,-0.85,"ts_rank(delta(ema(delta(ema(disp,60),20),60),5),60)",1.0,0.0024302970319373756,-0.0020657524771467693
h5_s42,1043,0.17744822107368016,-0.6000000000000001,"ts_max(div(delay(open,20),disp),5)",-1.0,0.0042816352514667335,-0.0025689811508800404
h5_s42,1044,0.21581609369939794,-0.95,"ema(ts_zscore(disp,10),60)",1.0,0.005207410866257751,-0.004947040322944863
h5_s42,1045,0.07872833039251771,-0.8500000000000001,"ema(ts_zscore(div(delay(ts_max(disp,5),20),disp),10),60)",-1.0,0.0018996301718784692,-0.001614685646096699
h5_s42,1046,0.12688176171500987,0.8500000000000001,"delta(ts_mean(disp,5),5)",1.0,0.003061520822469193,0.0026022926990988144
h5_s42,1048,0.09637935698272324,0.1499999999999999,"slog(ts_max(disp,5))",1.0,0.0023255305117968967,0.0003488295767695343
h5_s42,1049,0.12017750591315544,-0.7,"ts_rank(ts_rank(disp,60),60)",1.0,0.002899754320655961,-0.0020298280244591725
h5_s42,1050,0.1949824014837107,-0.7,"ts_er(ema(ts_zscore(disp,10),20),60)",1.0,0.004704716218381536,-0.003293301352867075
h5_s42,1076,0.1925527312504234,-0.050000000000000044,"ts_std(limit_net,5)",1.0,0.004646090881608152,-0.0002323045440804078
h5_s42,1078,0.24929843537465277,0.5,"ts_decay_linear(div(close,disp),5)",-1.0,0.0060153038592165205,0.0030076519296082602
h5_s42,1082,0.09797210378327816,0.44999999999999996,"ts_max(disp,3)",1.0,0.0023639617837851643,0.0010637828027033238
h5_s42,1084,0.2139084853538721,0.85,"div(xskew,ts_decay_linear(ts_max(abs(limit_net),5),5))",-1.0,0.005161382322895775,0.004387174974461409
