,p六库,恐慌,仓位,收益,标的开→开,货基,库数
2018-05-03,0.4008250544417227,0,0.48099006533006716,-0.0005264595189418926,-0.0026075619295958807,4.924216310953078e-05,4
2018-05-04,0.236058066331142,0,0.2832696795973704,0.003199034635598409,0.007843137254901933,0.0003249822736941521,4
2018-05-07,0.5472979020774376,0,0.6567574824929251,0.0005965253424921825,0.0012970168612191912,0.00013782647646620738,4
2018-05-08,0.03361505996632891,0,0.04033807195959469,0.0038494821031779813,0.014248704663212486,0.0,4
2018-05-09,0.02937472117033177,0,0.03524966540439812,0.0022148614925349697,0.003831417624521105,1.9691629088436358e-05,4
2018-05-10,0.005604077699428639,0,0.006724893239314367,5.8224966274156036e-05,0.0012722646310432406,9.845620668080812e-06,4
2018-05-11,0.17352994913008443,0,0.20823593895610132,0.0004403529827488205,0.0050825921219821435,0.0002855201882463465,4
2018-05-14,0.20489113167121098,0,0.24586935800545318,-0.00015176609104535432,-0.007585335018963302,0.0,4
2018-05-15,0.5109967526630941,0,0.6131961031957128,-0.001142527527145582,-0.006369426751592355,0.0002559256634380169,4
2018-05-16,0.07839991294508716,0,0.09407989553410459,0.001173681131747949,0.00512820512820511,0.0001279300911256609,4
2018-05-17,0.19599307419634304,0,0.23519168903561163,-0.0017819682765882459,-0.0025510204081632404,0.00010823469217058346,4
2018-05-18,0.16261940993407847,0,0.19514329192089416,-0.00039579134321256215,-0.006393861892583175,0.0003049920308533238,4
2018-05-21,0.2983324509028442,0,0.35799894108341307,0.0015084803060461428,0.006435006435006496,1.967090574672703e-05,4
2018-05-22,-0.18532730692485194,0,-0.22239276830982233,0.0016295665964964105,0.007672634271099765,0.0002655520039340775,4
2018-05-23,0.09813280720071432,0,0.11775936864085718,0.0016596216367164788,0.0050761421319796,0.00020648561483560535,4
2018-05-24,-0.17744437055700468,0,-0.2129332446684056,0.002722031568645795,-0.012626262626262652,6.881432910965657e-05,4
2018-05-25,-0.31102907427067855,0,-0.37323488912481423,-0.0004318316655568519,-0.002557544757033292,3.931976801307968e-05,4
2018-05-28,-0.3712226470775706,0,-0.4454671764930847,0.0019142467155887093,-0.008974358974358942,6.88068885525972e-05,4
2018-05-29,-0.22855008274099012,0,-0.27426009928918815,0.0038265993970642755,-0.010349288486416586,0.0,4
2018-05-30,0.5921720082649948,0,0.7106064099179937,0.005155186773081382,-0.0117647058823529,0.0,4
2018-05-31,0.7328428381537448,0,0.8794114057844938,0.005962861480967833,-0.022486772486772555,0.00022606866589991448,4
2018-06-01,0.7276695322287008,0,0.873203438674441,0.008677868215922925,0.012178619756427533,0.00037342033372000927,4
2018-06-04,0.8776496848276809,0,1.0,-0.008199722080336792,-0.009358288770053513,0.0002750491159135837,4
2018-06-05,0.9611971747873957,0,1.0,0.0011287111535451906,0.0013495276653170407,0.00010802529756048784,4
2018-06-06,0.6275539387749074,0,0.7530647265298889,0.008086253369272267,0.008086253369272267,9.819420850565308e-05,4
2018-06-07,0.6086697050589468,0,0.7304036460707362,0.0025503291547088053,0.002673796791443861,0.00011782148081973531,4
2018-06-08,0.46816568079750587,0,0.5617988169570071,-0.007983415014757661,-0.010666666666666713,0.00024543250115338644,4
2018-06-11,0.3652045811106123,0,0.43824549733273477,-0.005942902298882715,-0.008086253369272267,0.00017666804075133768,4
2018-06-12,0.5269758123384204,0,0.6323709748061045,-0.005383471243694587,-0.009510869565217406,4.906578740793144e-05,4
2018-06-13,0.6174655640003203,0,0.7409586768003843,0.0017064166741552682,0.004115226337448652,0.0,4
2018-06-14,0.37008604176577575,0,0.44410325011893087,-0.006896910979759505,-0.010928961748633892,0.00018644084428243168,4
2018-06-15,0.7183110276625098,1,0.43098661659750587,-0.004165879617638847,-0.0055248618784530246,0.00029432540616913805,4
2018-06-19,0.9426565747576299,1,0.5655939448545779,-0.011698688573518419,-0.026388888888888906,4.903980070225522e-05,4
2018-06-20,0.9611971747873959,1,0.5767183048724375,-0.028773955977395564,-0.06704707560627665,0.0003334542922430739,4
2018-06-21,0.9106335293845597,1,0.5463801176307358,0.005230222183630092,0.00917431192660545,0.00010784630920523952,4
2018-06-22,0.7584520288455916,1,0.45507121730735495,-0.010480208979488512,-0.018181818181818188,4.9015763469606455e-05,4
2018-06-25,0.5712263403756535,1,0.34273580422539207,0.009300463674684293,0.016975308641975273,0.0001568427553348961,4
2018-06-26,0.48941973995786175,1,0.29365184397471705,-0.005516461695550717,-0.012139605462822445,0.00011761361965723083,4
2018-06-27,0.2434788924794576,1,0.14608733548767455,0.005240216917346151,0.015360983102918668,0.0,4
2018-06-28,0.2214260721374148,1,0.13285564328244887,-0.002656236150202688,-0.009077155824508298,0.00011760439840458048,4
2018-06-29,0.656624552051387,1,0.3939747312308322,-0.0011662062407784492,-0.010687022900763399,0.00047036227694530197,4
2018-07-02,0.5024361524651251,1,0.30146169147907503,0.0045996143274425515,0.03240740740740744,0.0004897303544668663,4
2018-07-03,0.34648422222230907,1,0.20789053333338545,-0.006168194465735884,-0.01644245142002987,0.0005873887632528163,4
2018-07-04,0.3329705051357385,1,0.1997823030814431,0.0038368736157002852,0.010638297872340496,0.0009686225013940675,4
2018-07-05,0.5505197043827981,1,0.33031182262967884,-0.0025650212942714113,-0.015037593984962405,0.0007135456375970683,4
2018-07-06,-0.16034117118947605,1,-0.19240940542737126,-0.003694311864415317,-0.01984732824427482,0.0004200080094549641,4
2018-07-09,0.5823336286008003,1,0.34940017716048016,-0.0012903694072674001,-0.0031152647975077885,0.0,4
2018-07-10,-0.115980802037836,1,-0.1391769624454032,-0.0023753826631558073,0.010937500000000044,0.0,4
2018-07-11,0.4796950484216292,1,0.2878170290529775,0.004615992101672067,0.01391035548686248,0.0,4
2018-07-12,0.5501543778103563,1,0.33009262668621375,0.0027567430564392954,-0.021341463414634165,0.0,4
2018-07-13,-0.21678125432864018,1,-0.2601375051943682,0.00880336364671023,0.029595015576324046,0.000430439929173021,4
2018-07-16,-0.4346863933549753,1,-0.5216236720259703,0.0012881951433426067,0.004538577912254205,0.0001271207157873544,4
2018-07-17,-0.6666117943188803,0,-0.7999341531826564,-0.00025146083013950717,0.001506024096385561,0.00021510002150981755,4
2018-07-18,-0.6894456415538676,0,-0.827334769864641,-0.0008938034764825407,0.0015037593984963404,1.9550342131191556e-05,4
2018-07-19,-0.6008117227879117,0,-0.7209740673454941,0.003888710132720382,-0.0045045045045044585,0.00016617465934198883,4
2018-07-20,-0.5115467863188696,0,-0.6138561435826435,0.013887649525241146,-0.016591251885369585,0.00011728027052648748,4
2018-07-23,-0.7599321952945804,0,-0.9119186343534965,-0.007625900893535322,0.010736196319018454,9.772209789771225e-05,4
2018-07-24,-0.40878681579701254,0,-0.490544178956415,-0.006669506215155533,0.01062215477996964,0.0,4
2018-07-25,-0.7064153881807489,0,-0.8476984658168987,-0.01221629273017046,0.013513513513513598,0.00016612594300924322,4
2018-07-26,-0.5860778420553597,0,-0.7032934104664317,-0.0005849155883880745,0.001481481481481417,0.00021495080557687452,4
2018-07-27,-0.8570902130095839,0,-1.0,0.0015066720394188602,-0.0014792899408283544,0.00017583104590168652,4
2018-07-30,-0.7425118877242863,0,-0.8910142652691436,0.004335386082708595,-0.00592592592592589,0.00018556680893455635,4
2018-07-31,-0.7864109801578603,0,-0.9436931761894323,0.016690484791911087,-0.016393442622950838,0.0001757675181628393,4
2018-08-01,-0.7457052527958847,0,-0.8948463033550617,-0.002467911204492927,0.003030303030302939,0.0001366840450665041,4
2018-08-02,-0.23928866022286144,0,-0.2871463922674337,0.0174612766193649,-0.01812688821752262,0.00019523623584527527,4
2018-08-03,-0.5570690553149727,0,-0.6684828663779673,0.02088276150175553,-0.023076923076923106,0.00028303728284240215,4
2018-08-06,-0.3812100390787124,0,-0.4574520468944549,0.0030249605577693057,-0.011023622047244053,3.902857867643661e-05,4
2018-08-07,0.3614165631836673,0,0.43369987582040076,0.013748784702906813,-0.02070063694267521,9.756763876600516e-06,4
2018-08-08,-0.01199306374525616,0,-0.014391676494307393,-0.010001535011849532,0.021138211382113914,7.805334946420217e-05,4
2018-08-09,-0.39601391032181654,0,-0.4752166923861798,-0.005726785872743353,-0.01273885350318471,3.9023628807255406e-05,4
2018-08-10,-0.6423399678020635,0,-0.7708079613624762,-0.00021513820018859373,0.016129032258064502,0.0002438881626440903,4
2018-08-13,-0.8769776777984044,0,-1.0,-0.0029780003907972858,0.006349206349206327,0.0001267909217699259,4
2018-08-14,-0.927936082538356,0,-1.0,-0.003710146016466145,0.004731861198738141,2.925573412393412e-05,4
2018-08-15,-0.2648436283637627,0,-0.3178123540365152,-0.004358517599136302,0.0047095761381474865,0.0001755292695055921,4
2018-08-16,-0.2771895861702838,0,-0.3326275034043405,0.024834404641406748,-0.025000000000000022,8.774923219423414e-05,4
2018-08-17,-0.2956489920574042,0,-0.354778790468885,0.002808961819138377,-0.008012820512820484,0.0002047302435315146,4
2018-08-20,-0.15943018900133588,0,-0.19131622680160304,0.007104531342247396,-0.021001615508885352,9.747063697052027e-05,4
2018-08-21,0.3317814896643627,0,0.3981377875972352,-0.0010941724409236843,0.0033003300330032292,0.00011695336484573993,4
2018-08-22,0.07871430162996265,0,0.09445716195595517,-0.0019853572107266988,0.009868421052631637,0.0001656645585039751,4
2018-08-23,0.07646527603237144,0,0.09175833123884572,-0.001208275504489085,-0.0032573289902280145,0.00039947775590931656,4
2018-08-24,-0.23976054841208178,0,-0.28771265809449814,0.00019708988544065345,0.0016339869281045694,4.869734599477482e-05,4
2018-08-27,0.6130129294235489,0,0.7356155153082586,0.00010963915864114761,0.0032626427406199365,0.0,4
2018-08-28,-0.14661464045535794,0,-0.17593756854642953,-0.004533941175471671,0.014634146341463428,0.00014611338398617946,4
2018-08-29,-0.22772977745264025,0,-0.2732757329431683,-0.000391402428294159,0.0,0.00024348672997298593,4
2018-08-30,-0.07508034868098504,0,-0.09009641841718204,0.0010147387880276692,-0.004807692307692291,0.0001850048685494432,4
2018-08-31,-0.08051284502447699,0,-0.09661541402937239,0.00510851910856086,-0.017713365539452464,0.0002823236207516455,4
2018-09-03,-0.32686601679849325,0,-0.3922392201581919,0.0008829347817071697,-0.00983606557377048,0.0,4
2018-09-04,0.3944854946109489,0,0.47338259353313866,0.0002254756803937481,-0.0033112582781457123,4.8667010580150105e-05,4
2018-09-05,0.5291802005193272,0,0.6350162406231926,-0.004993732071475811,0.011627906976744207,0.0,4
2018-09-06,-0.14452285061900022,0,-0.17342742074280026,-0.005434855272395452,-0.011494252873563204,0.0001654726678088636,4
2018-09-07,-0.4101103362093268,0,-0.49213240345119214,-0.003568754591263676,-0.004983388704318914,0.0,4
2018-09-10,0.3963790904047066,0,0.4756549084856479,0.0002974873598251519,0.0,0.0003893209269731912,4
2018-09-11,-0.21299006817572663,0,-0.25558808181087195,0.0028024663002999615,-0.006677796327211993,0.0,4
2018-09-12,-0.15502360037599197,0,-0.18602832045119036,-0.007427742575565342,-0.015126050420168125,0.000252999503731699,4
2018-09-13,0.01652875439293254,0,0.01983450527151905,-0.0030878798340520483,0.011945392491467643,0.0,4
2018-09-14,0.059557390503036906,0,0.07146886860364428,0.00013936713596444526,0.0,0.00020429406671640393,4
2018-09-17,0.7502259784,0,0.90027117408,-4.052167563649872e-05,-0.00843170320404718,0.0001556208298481021,4
2018-09-18,0.7678345789846306,0,0.9214014947815566,-0.0016298581017797486,-0.017006802721088454,0.0,4
2018-09-19,0.46792238301218914,0,0.561506859614627,0.012449935518957171,0.01384083044982698,0.0,4
2018-09-20,-0.1558074145360424,0,-0.18696889744325088,0.012407320571658435,0.013651877133105783,0.0001069726733442522,4
2018-09-21,-0.11332772589308376,0,-0.1359932710717005,0.002461655351847921,0.005050505050504972,0.0,4
2018-09-25,-0.6922125648357554,0,-0.8306550778029065,-3.930689145875187e-06,0.0016750418760469454,0.000282010638607888,4
2018-09-26,-0.8300960423698153,0,-0.9961152508437783,-0.0005305689701052912,0.0016722408026756952,3.888705255628011e-05,4
2018-09-27,-0.616891125321632,0,-0.7402693503859584,-0.0025002727403472726,0.0033388981636059967,0.00019442770205868598,4
2018-09-28,-0.5729700335944732,0,-0.6875640403133678,0.014877625628352648,-0.01331114808652245,0.0008747545827418879,4
2018-10-08,0.7903404962717318,0,0.948408595526078,0.0031801297095807616,-0.003372681281618939,0.0004078620261034338,4
2018-10-09,0.4915454130740397,0,0.5898544956888476,0.015616918005643266,-0.02368866328257191,8.736337339088074e-05,4
2018-10-10,0.19662240418410679,0,0.23594688502092814,-0.0018204623428411456,-0.0017331022530329143,4.853096761037179e-05,4
2018-10-11,0.9776492756785788,1,0.5865895654071472,-0.006321271468759434,-0.01041666666666663,0.0,4
2018-10-12,0.9274425207424165,1,0.5564655124454498,-0.01529093266102864,-0.06491228070175425,0.0002620748563442188,4
2018-10-15,0.944566628662876,1,0.5667399771977256,-0.04289212096043394,-0.07317073170731714,0.0001067432630443843,4
2018-10-16,0.8603471316738845,1,0.5162082790043308,0.03153541812890447,0.05668016194331993,0.0,4
2018-10-17,0.8569542695580454,1,0.5141725617348273,-0.007591594903826808,-0.013409961685823757,7.762619107687385e-05,4
2018-10-18,0.9527926791084675,1,0.5716756074650805,-0.0009329540435388912,-0.001941747572815511,0.0001455378107233507,4
2018-10-19,0.9426565747576299,1,0.5655939448545779,-0.01901156493976347,-0.03696498054474706,4.850554418345254e-05,4
2018-10-22,0.9694232252329873,1,0.5816539351397924,0.023094963510718228,0.04040404040404044,0.0,4
2018-10-23,0.9274425207424164,1,0.5564655124454498,0.023173035976813854,0.040776699029126284,0.00027166267257849874,4
2018-10-24,0.6959126496556096,1,0.41754758979336576,-0.01730235800979183,-0.02985074626865669,0.00017459285915211176,4
2018-10-25,0.472452744179836,1,0.2834716465079016,-0.010732006597765766,-0.019230769230769273,8.728119090339881e-05,4
2018-10-26,0.23578854994529772,1,0.14147312996717862,0.009029259685920138,0.021568627450980316,0.00015515301966551043,4
2018-10-29,0.5826647949399214,1,0.3495988769639528,0.0005703521990820219,0.0019193857965451588,0.00013573783207299073,4
2018-10-30,0.6200761820108314,1,0.3720457092064988,-0.001959598283035172,-0.013409961685823757,4.84712177908353e-05,4
2018-10-31,0.6571812810443297,1,0.3943087686265978,0.004112211939052673,0.011650485436893288,7.755018951338677e-05,4
2018-11-01,0.23152958350310832,1,0.138917750101865,0.00570166246962198,0.015355086372360827,0.0,4
2018-11-02,0.7596275698789067,1,0.45577654192734396,0.014040494418741918,0.035916824196597474,9.693397826859851e-06,4
2018-11-05,0.5862386145505688,1,0.3517431687303413,0.0006156651129018674,0.0036496350364962904,0.0003101857237020056,4
2018-11-06,0.3101696970433432,1,0.1861018182260059,0.0008346784978883412,0.0018181818181817189,0.00010659327880913061,4
2018-11-07,-0.12218128290055373,1,-0.14661753948066447,0.0005743950789803545,0.001814882032667775,2.9067795789039508e-05,4
2018-11-08,-0.26508719983775525,0,-0.3181046398053063,0.0009160358616930714,0.005434782608695565,8.720085263047572e-05,4
2018-11-09,-0.50913700905248,0,-0.610964410862976,0.0030312528726108507,-0.01981981981981984,0.0001840746374215385,4
2018-11-12,0.57174239288064,0,0.686090871456768,-0.0013159322377542216,0.003676470588235281,0.0,4
2018-11-13,0.6634103516399904,0,0.7960924219679885,-0.015164089974836866,0.023809523809523725,1.9373086907581438e-05,4
2018-11-14,0.0014473401404444114,0,0.0017368081685332937,0.018361390105511948,0.026833631484794118,1.937271159846432e-05,4
2018-11-15,0.24979309545624534,0,0.2997517145474944,0.001017393952099028,0.0017421602787457413,0.00013560635412623867,4
2018-11-16,-0.25424943368560293,0,-0.30509932042272353,6.187001801033891e-05,0.01565217391304352,0.00018401224165676133,4
2018-11-19,-0.5698157653782601,0,-0.683778918453912,0.00341253886425794,0.011986301369863117,0.00017429531436086165,4
2018-11-20,0.361198709201962,0,0.4334384510423544,0.0015110097530268221,-0.005076142131979711,0.00011617662719887178,4
2018-11-21,-0.005438814603097468,0,-0.006526577523716962,0.01842250703417638,-0.027210884353741527,0.00022264600253629752,4
2018-11-22,-0.5200448227045007,0,-0.6240537872454008,0.006698551624859162,0.01573426573426584,0.00017420591138739283,4
2018-11-23,0.5117388390453521,0,0.6140866068544225,1.712368341145272e-05,-0.005163511187607606,0.0002902926149557228,4
2018-11-26,-0.12007423806577416,0,-0.144089085678929,0.031896948514886315,-0.05190311418685112,7.738889856256925e-05,4
2018-11-27,-0.08884615873525253,0,-0.10661539048230304,0.007472549914440809,0.012773722627737127,1.934572749595631e-05,4
2018-11-28,-0.5051054196515427,0,-0.6061265035818512,0.00024088312659795283,-0.0018018018018017834,0.0,4
2018-11-29,-0.1992870539717823,0,-0.23914446476613876,-0.002815524067244144,0.025270758122743597,0.00011610468772693672,4
2018-11-30,-0.6021476711339124,0,-0.7225772053606949,0.01602536613585403,-0.02640845070422515,0.00012576547640907876,4
2018-12-03,-0.1630253753318266,0,-0.1956304503981919,-0.008025803831039555,0.032549728752260254,0.0,4
2018-12-04,-0.7390119157282276,0,-0.8868142988738731,-0.004925404477446297,0.007005253940455258,0.00023215546677768373,4
2018-12-05,-0.7826331102139058,0,-0.9391597322566869,0.001084692486885668,-0.006956521739130417,5.802539578136923e-05,4
2018-12-06,-0.8355893375625973,0,-1.0,-0.0027309374860886968,0.003502626970227629,0.0002127474397779494,4
2018-12-07,-0.9611971747873957,0,-1.0,0.009027114686882604,-0.008726003490401424,0.00044474093840340956,4
2018-12-10,-0.8220975120886349,0,-0.9865170145063619,0.007042253521126751,-0.007042253521126751,0.0,4
2018-12-11,-0.8591090847979149,0,-1.0,0.0017663081526432267,-0.0017730496453900457,0.0,4
2018-12-12,-0.9344305243120383,0,-1.0,-0.005225092372256382,0.005328596802842034,1.9330581947141212e-05,4
2018-12-13,-0.9260260286331099,0,-1.0,-0.0035335689045936647,0.0035335689045936647,0.0,4
2018-12-14,-0.46852009404557804,0,-0.5622241128546936,0.007467596211999661,-0.007042253521126751,0.00021267134543645483,4
2018-12-17,-0.7295818301642443,0,-0.8754981961970931,0.0142361242889409,-0.014184397163120366,0.00013530753469659373,4
2018-12-18,-0.7732605896052172,0,-0.9279127075262605,0.005140880448600088,-0.008992805755395739,0.00015461626176538346,4
2018-12-19,-0.6858173881871898,0,-0.8229808658246278,-0.0016151332015757348,0.001814882032667775,0.0,4
2018-12-20,-0.7982633761684417,0,-0.95791605140213,0.016757546896653874,-0.018115942028985477,0.0,4
2018-12-21,-0.8319325566770764,0,-0.9983190680124917,-0.001127886914359029,0.0018450184501845879,0.00025123443071239926,4
2018-12-24,-0.6820665487399731,0,-0.8184798584879677,0.0037350062735708243,-0.0036832412523020164,0.0001159252282276757,4
2018-12-25,-0.5215656393109709,0,-0.625878767173165,0.005446045652238576,-0.00554528650646946,0.0,4
2018-12-26,-0.7931751799624915,0,-0.9518102159549898,0.001425037481271866,-0.0018587360594795044,0.0,4
2018-12-27,-0.637108034529447,0,-0.7645296414353363,-0.0138034793291356,0.022346368715083775,0.00021256449399964517,4
2018-12-28,-0.7372506969724816,0,-0.8847008363669778,0.0362784707840599,-0.03642987249544627,0.0008698521251389035,4
2019-01-02,-0.8132870510119585,0,-0.9759444612143502,-0.0012937976420889354,0.001890359168241984,0.00011987532965718195,4
2019-01-03,-0.7734213215261814,0,-0.9281055858314176,0.004478857693118432,-0.0037735849056603765,0.0006292700467458445,4
2019-01-04,0.2647413501619202,0,0.3176896201943042,0.012683737879813833,-0.011363636363636354,0.0008185348226672495,4
2019-01-07,0.02281640366679763,0,0.027379684400157155,-0.03151114842205561,0.034482758620689724,0.0005784901407330789,4
2019-01-08,-0.3617175558228786,0,-0.43406106698745434,0.004561357923870402,0.014814814814814836,0.0,4
2019-01-09,-0.2998737053689717,0,-0.359848446442766,-8.083159248126599e-05,0.005474452554744547,0.0,4
2019-01-10,-0.6832933230428898,0,-0.8199519876514677,0.0023262025843962036,-0.005444646098003658,0.0,4
2019-01-11,-0.2992460348857801,0,-0.3590952418629361,-0.0006424351190049714,0.0018248175182482562,0.0001796335475630073,4
2019-01-14,-0.6606683278625326,0,-0.7928019934350391,-0.001542373626638652,0.0018214936247722413,9.977849174824804e-05,4
2019-01-15,-0.09122103193169272,0,-0.10946523831803126,0.0004767255471399462,-0.0018181818181818299,2.993056109845682e-05,4
2019-01-16,-0.7949209839677966,0,-0.9539051807613559,-0.013159562489668337,0.016393442622950838,9.976555095514428e-05,4
2019-01-17,-0.35721809437859964,0,-0.42866171325431957,0.00017737035235197474,-0.005376344086021501,9.97555987813925e-06,4
2019-01-18,-0.7971453795956147,0,-0.9565744555147376,0.010225286640142935,-0.010810810810810811,8.977914330765557e-05,4
2019-01-21,-0.5995977000829371,0,-0.7195172400995246,-0.005587085627054331,0.012750455373406133,9.974564859605017e-05,4
2019-01-22,-0.0833228938982575,0,-0.099987472677909,0.00013515381309388812,0.0,0.00012965641051199128,4
2019-01-23,-0.6833900691522872,0,-0.8200680829827446,0.00774631718959389,-0.010791366906474864,0.00016952871018593996,4
2019-01-24,-0.9101399675886199,0,-1.0,-0.0005089331483980358,0.0018181818181817189,2.9911760306866597e-05,4
2019-01-25,-0.9447450738962128,0,-1.0,-0.007186814630306268,0.00907441016333932,0.00018943548226291185,4
2019-01-28,-0.6560922332009906,0,-0.7873106798411887,0.005455493854266136,-0.0053956834532373765,2.9905200514379615e-05,4
2019-01-29,-0.29224348276862266,0,-0.3506921793223472,0.018495179287880147,-0.018083182640144635,0.00025917065390745897,4
2019-01-30,0.38489612129481454,0,0.4618753455537774,0.009931183860032122,-0.012891344383057057,0.0,4
2019-01-31,0.4225349252753362,0,0.5070419103304035,0.005083689792770168,-0.014925373134328401,0.0001893561889576567,4
2019-02-01,0.9694232252329873,0,1.0,-0.003001525223916928,-0.007575757575757569,0.0009665301567371998,4
2019-02-11,0.9611971747873957,0,1.0,0.013300442223534811,0.026717557251908497,0.0,4
2019-02-12,0.8749688214343343,0,1.0,0.027881040892193232,0.027881040892193232,4.97779901638129e-05,4
2019-02-13,0.8655047241127731,0,1.0,0.018083182640144413,0.018083182640144413,6.968571741450269e-05,4
2019-02-14,0.7531337044857389,0,0.9037604453828867,0.014209591474245054,0.014209591474245054,0.00010949849688435265,4
2019-02-15,0.7508004440125324,0,0.9009605328150389,-0.0017994332624223712,-0.0017513134851138146,0.0001293931461445741,4
2019-02-18,0.9610187295540589,0,1.0,0.006345567503062252,0.007017543859649145,4.976015604785111e-05,4
2019-02-19,0.8727548570661905,0,1.0,0.0250840746107145,0.027874564459930307,0.00019903072039162417,4
2019-02-20,0.7651010863782262,0,0.9181213036538713,0.006779661016949268,0.006779661016949268,7.959644601873705e-05,4
2019-02-21,0.6895162132220657,0,0.8274194558664788,-0.003407942715176416,-0.0033670033670033517,5.96925831966022e-05,4
2019-02-22,0.9445666286628759,0,1.0,-0.0015937878748098083,-0.0016891891891891442,2.9844510102128297e-05,4
2019-02-25,0.9776492756785788,0,1.0,0.03911463149487301,0.04737732656514382,0.0,4
2019-02-26,0.8569542695580454,0,1.0,0.042003231017770704,0.042003231017770704,0.00011939110536252073,4
2019-02-27,0.8971036965069664,0,1.0,-0.015503875968992276,-0.015503875968992276,0.00045761126917476247,4
2019-02-28,0.6400797410728742,0,0.7680956892874491,0.0,0.0,0.0005369501232996843,4
2019-03-01,0.6724749778340557,0,0.8069699734008668,0.004608457293462525,0.0047244094488188,0.0004869710401302907,4
2019-03-04,0.8010784159573684,0,0.961294099148842,0.009611856767503832,0.012539184952978122,0.0,4
2019-03-05,0.879979588586507,0,1.0,0.011165453665621012,0.01393188854489158,0.0,4
2019-03-06,0.8160152915213794,0,0.9792183498256553,0.03961151208717143,0.04122137404580162,0.00012921566093804238,4
2019-03-07,0.8271005813526958,0,0.9925206976232349,0.01611864143297711,0.01612903225806428,0.0001888292585967566,4
2019-03-08,0.9527926791084675,0,1.0,0.008473494746832646,0.008658008658008587,9.936505728402878e-05,4
2019-03-11,0.9527926791084673,0,1.0,-0.03550117281471883,-0.03576537911301847,5.9613110910294864e-05,4
2019-03-12,0.9011694320629986,0,1.0,0.054896142433234374,0.054896142433234374,1.9869852466269933e-05,4
2019-03-13,0.8649164012339554,0,1.0,0.011251758087201136,0.011251758087201136,0.000417258610926341,4
2019-03-14,0.8130001389086574,0,0.9756001666903888,-0.03616133518776077,-0.03616133518776077,0.0,4
2019-03-15,0.6520004249250775,0,0.7824005099100929,-0.012999212903667685,-0.01298701298701288,3.9722340837489156e-05,4
2019-03-18,0.5890606500783451,0,0.7068727800940141,0.011313928436994409,0.011695906432748426,0.0,4
2019-03-19,0.23440135712872437,0,0.28128162855446925,0.02259009356691,0.028901734104046284,6.951271586186358e-05,4
2019-03-20,0.13848893394995315,0,0.16618672073994378,-0.003164996138872404,-0.004213483146067398,8.936727966002422e-05,4
2019-03-21,-0.08377648973260778,0,-0.10053178767912933,-0.0007368313236886676,-0.0028208744710860323,0.00015886096686767992,4
2019-03-22,-0.34648058252981034,0,-0.4157766990357724,0.002626116505591823,0.01555869872701554,0.00020847190096584534,4
2019-03-25,-0.2087006867350184,0,-0.25044082408202206,0.0012574287700924463,-0.011142061281337101,0.00026797943505973976,4
2019-03-26,0.1266915761551856,0,0.1520298913862227,-0.003469841379462892,0.008450704225352101,8.930254710692864e-05,4
2019-03-27,0.041399558371801315,0,0.04967947004616158,0.006794318387573764,-0.027932960893854775,0.0,4
2019-03-28,-0.058915168879360394,0,-0.07069820265523247,0.0003856922933133548,0.002873563218390718,0.0,4
2019-03-29,0.2381071813615636,0,0.2857286176338763,-0.000540427088000399,-0.012893982808022897,0.0001687093732942735,4
2019-04-01,-0.16142756279755574,0,-0.1937130753570669,-0.0026478451129472633,0.036284470246734424,8.930166101106529e-05,4
2019-04-02,-0.6734714303806688,0,-0.8081657164568026,0.009963209006027316,0.035014005602240994,0.00027780258157950044,4
2019-04-03,-0.7703423629675733,0,-0.9244108355610879,-0.0007384074874240183,0.004059539918809252,0.00029756295936267385,4
2019-04-04,-0.9159736084327311,0,-1.0,-0.00773159225384465,0.010781671159029615,0.0005751172545092054,4
2019-04-08,-0.9354901259546711,0,-1.0,-0.005914466488294195,0.006666666666666599,0.00014865172881983746,4
2019-04-09,-0.9776492756785788,0,-1.0,0.018543046357615944,-0.018543046357615944,0.0,4
2019-04-10,-0.9694232252329873,0,-1.0,-0.009446693657219951,0.009446693657219951,0.0,4
2019-04-11,-0.8893854031907105,0,-1.0,0.0014558492491939523,-0.0013368983957219305,5.947542673601092e-05,4
2019-04-12,-0.9610187295540591,0,-1.0,0.020338032806828332,-0.02008032128514059,0.00012885576084387118,4
2019-04-15,-0.9354901259546711,0,-1.0,-0.01067128343028223,0.010928961748633892,0.00012883915917583089,4
2019-04-16,-0.8237919797678297,0,-0.9885503757213956,0.02297297297297296,-0.02297297297297296,0.0,4
2019-04-17,-0.89062345006668,0,-1.0,-0.023162064999441807,0.023513139695712226,0.00017839975420486098,4
2019-04-18,-0.9077475579871395,0,-1.0,-0.00381630945880395,0.004054054054054124,9.909329633850383e-05,4
2019-04-19,-0.9610187295540591,0,-1.0,0.004295302102923282,-0.004037685060565233,0.00012880852117902464,4
2019-04-22,-0.8912117729454978,0,-1.0,-0.01037489965742977,0.010810810810810922,0.00021795557669057608,4
2019-04-23,-0.7657155648882246,0,-0.9188586778658694,0.00819967880539374,-0.008021390374331583,8.914421553107843e-05,4
2019-04-24,-0.6849141591037987,0,-0.8218969909245585,0.012168041632439494,-0.0121293800539084,3.961611979907964e-05,4
2019-04-25,-0.15055526157744187,0,-0.18066631389293022,-0.0025555986548373515,0.0027285129604366354,0.0,4
2019-04-26,-0.3102650807578101,0,-0.3723180969093721,0.030142175496251845,-0.03673469387755102,0.0001485575066109135,4
2019-04-29,-0.13599481324129106,0,-0.16319377588954928,0.0004145309273983669,-0.0028248587570621764,0.0,4
