,收益
2018-01-02,0.005696021662064986
2018-01-03,0.00769752229399841
2018-01-04,0.007880278699640137
2018-01-05,-0.0026361922220716244
2018-01-08,0.0019609572515760813
2018-01-09,-0.0015309405925092773
2018-01-10,0.0012423184889624247
2018-01-11,0.006383883140278372
2018-01-12,-0.005040478356818782
2018-01-15,0.007383898798841215
2018-01-16,0.012933169888902942
2018-01-17,0.0010833963730132413
2018-01-18,-0.006382307682777035
2018-01-19,0.0010545468329791361
2018-01-22,0.0018071400890087162
2018-01-23,-0.00766427177406243
2018-01-24,-0.005430209063399728
2018-01-25,0.004770941397394131
2018-01-26,-5.438343171892471e-06
2018-01-29,-0.00015248848269036646
2018-01-30,0.0005514044551857838
2018-01-31,-0.0016926234823419815
2018-02-01,0.002749607371690419
2018-02-02,-0.037823723718056874
2018-02-05,-0.01271319594087273
2018-02-06,-0.01244766522683438
2018-02-07,-0.027974491888451077
2018-02-08,-0.004080928130670323
2018-02-09,0.0012261551082037147
2018-02-12,-0.01381175947779366
2018-02-13,0.022102529559168128
2018-02-14,0.0012830059492841682
2018-02-22,0.005832186631116246
2018-02-23,0.004657979784034876
2018-02-26,0.003472491218785949
2018-02-27,0.009596994156608828
2018-02-28,0.0035078891616456913
2018-03-01,0.0006816475690842335
2018-03-02,0.0024674596374495684
2018-03-05,7.990464249186719e-05
2018-03-06,6.264229484088555e-05
2018-03-07,-0.0033899374982060988
2018-03-08,0.002511085656321942
2018-03-09,-0.004851001674834998
2018-03-12,-0.012132350587520775
2018-03-13,0.005039441988635501
2018-03-14,-0.005702459141880757
2018-03-15,-0.006622485466396619
2018-03-16,-0.00033640398504912656
2018-03-19,0.00016654512890419207
2018-03-20,0.0015925173949628123
2018-03-21,-0.0024049746085212697
2018-03-22,0.006474638953016966
2018-03-23,0.010798755826906755
2018-03-26,0.03873683396995793
2018-03-27,0.01033598997613664
2018-03-28,0.015762522916013
2018-03-29,-0.0003393268864880947
2018-03-30,0.0004813355629453707
2018-04-02,-0.010407643608726518
2018-04-03,0.0008694501718639349
2018-04-04,0.0019561467903628747
2018-04-09,0.004907183965675334
2018-04-10,-0.000560679715791905
2018-04-11,0.0
2018-04-12,-0.004452016099863537
2018-04-13,0.004614015781720316
2018-04-16,0.0008606353322357493
2018-04-17,-0.0011374342288195474
2018-04-18,0.019323281953435262
2018-04-19,-0.0023763147812492966
2018-04-20,0.00020674164155886967
2018-04-23,0.004516606570459209
2018-04-24,0.0010153540139929175
2018-04-25,-0.006578373709583218
2018-04-26,0.0014663999828570399
2018-04-27,-0.0015570682595318847
2018-05-02,-0.0005775348728774615
2018-05-03,0.0012534246593014914
2018-05-04,-0.003140225823019693
2018-05-07,-0.0003392009900270706
2018-05-08,-0.00778066722118631
2018-05-09,0.0019275972297459424
2018-05-10,-0.00017284292133162624
2018-05-11,-0.0022545267732398027
2018-05-14,0.005169607926660616
2018-05-15,0.00200755535983788
2018-05-16,-0.0004039913432804589
2018-05-17,-0.0001597161114769601
2018-05-18,0.002456927806715799
2018-05-21,-0.003611068523120993
