,多空收益,多空仓位,纯多收益,纯多仓位,持有收益,仅量价收益
2018-05-10,-0.005862657909231305,-0.7548933452725749,9.845620668080812e-06,0.0,0.006369426751592355,-0.005862657909231305
2018-05-11,0.006083600357947736,-0.45324474600825654,0.0002855201882463465,0.0,-0.0075949367088608,0.006083600357947736
2018-05-14,0.004019201028677945,-0.5084988673712059,0.0,0.0,-0.008928571428571397,0.004019201028677945
2018-05-15,-0.004994903398976259,-0.21758407049081485,0.0002559256634380169,0.0,0.01029601029601035,-0.004994903398976259
2018-05-16,0.0009745319201834591,-0.7974687911932673,0.0001279300911256609,0.0,-0.005095541401273884,0.0009745319201834591
2018-05-17,0.0032140652373839093,-0.7099815003377987,0.00010823469217058346,0.0,-0.003841229193341844,0.0032365211598512976
2018-05-18,-0.0023167599325382513,-0.9111270911804993,0.0003049920308533238,0.0,0.003856041131105492,-0.002453788176617165
2018-05-21,-0.008415303380314642,-0.33795704239702445,1.967090574672703e-05,0.0,0.008962868117797784,-0.008415303380314642
2018-05-22,-0.0015899766823226319,-0.7974687911932673,0.0002655520039340775,0.0,0.0050761421319796,-0.0015899766823226319
2018-05-23,0.0071599034680999195,-0.27830227900221255,0.00020648561483560535,0.0,-0.008838383838383868,0.0071599034680999195
2018-05-24,0.0009132455691371883,-0.7548933452725749,6.881432910965657e-05,0.0,-0.003821656050955413,0.0009132455691371883
2018-05-25,0.009571545286197473,-0.45324474600825654,3.931976801307968e-05,0.0,-0.012787723785166238,0.009571545286197473
2018-05-28,0.0035949937482464374,-0.5084988673712059,6.88068885525972e-05,0.0,-0.007772020725388629,0.0035949937482464374
2018-05-29,0.0032631022617049727,-0.39633697601347384,0.0,0.0,-0.00652741514360311,0.0032631022617049727
2018-05-30,0.011308106081891266,0.9447450738962128,-0.0004723725369481064,0.9447450738962128,-0.030223390275952666,0.011308106081891266
2018-05-31,0.012797463072068803,0.9776492756785788,0.012797463072068803,0.9776492756785788,0.013550135501354976,0.012797463072068803
2018-06-01,-0.010464247871823389,0.9447450738962128,-0.010464247871823389,0.9447450738962128,-0.010695187165775444,-0.010464247871823389
2018-06-04,0.0012383470499162733,0.837678471994783,0.0012383470499162733,0.837678471994783,0.0013513513513514486,0.0012383470499162733
2018-06-05,0.007877293438595338,0.9447450738962128,0.007877293438595338,0.9447450738962128,0.009446693657219951,0.007877293438595338
2018-06-06,-0.0027948346825226564,0.39633697601347395,-0.0027948346825226564,0.39633697601347395,-0.002673796791443861,-0.0027948346825226564
2018-06-07,-0.0010999767788964462,0.613408237932644,-0.0010999767788964462,0.613408237932644,-0.002680965147453085,-0.0010999767788964462
2018-06-08,-0.007325378759644104,0.613408237932644,-0.007325378759644104,0.613408237932644,-0.012096774193548376,-0.007325378759644104
2018-06-11,-0.00337851334658806,0.39633697601347395,-0.00337851334658806,0.39633697601347395,-0.0054421768707483276,-0.0033500594615906683
2018-06-12,0.0014993508765665509,0.7099815003377987,0.0014993508765665509,0.7099815003377987,0.004103967168262557,0.0017585601566971437
2018-06-13,-0.00967277248416618,0.7099815003377987,-0.00967277248416618,0.7099815003377987,-0.013623978201634857,-0.00967277248416618
2018-06-14,-0.003969219748171939,0.5084988673712059,-0.003969219748171939,0.5084988673712059,-0.0055248618784530246,-0.003942501577107202
2018-06-15,-0.010593550094984278,0.7974687911932673,-0.010593550094984278,0.7974687911932673,-0.02083333333333337,-0.011752645874711969
2018-06-19,-0.057769389855469436,0.9776492756785788,-0.057769389855469436,0.9776492756785788,-0.07234042553191478,-0.06594022427216573
2018-06-20,0.0149562186281184,0.9776492756785788,0.0149562186281184,0.9776492756785788,0.015290519877675823,0.0149562186281184
2018-06-21,-0.022099492162552286,0.9447450738962128,-0.022099492162552286,0.9447450738962128,-0.02259036144578319,-0.022099492162552286
2018-06-22,0.0131039497569431,0.9447450738962128,0.0131039497569431,0.9447450738962128,0.013867488443759735,0.0131039497569431
2018-06-25,-0.004352215327323718,0.837678471994783,-0.004352215327323718,0.837678471994783,-0.00455927051671734,-0.004352215327323718
2018-06-26,0.006393478534688077,0.7974687911932673,0.006393478534688077,0.7974687911932673,0.007633587786259444,0.006393478534688077
2018-06-27,-0.0060851738817403606,0.7099815003377987,-0.0060851738817403606,0.7099815003377987,-0.007575757575757569,-0.0060851738817403606
2018-06-28,-0.007601767733252016,0.613408237932644,-0.007601767733252016,0.613408237932644,-0.010687022900763399,-0.007577075817638974
2018-06-29,0.01991194942857348,0.9111270911804993,0.01991194942857348,0.9111270911804993,0.03240740740740744,0.021497005999411255
