date,open,high,low,close,volume,amount
2003-01-02,100.0,100.0,99.79,99.79,1215200,1236114700.0
2003-01-03,99.88,99.88,99.88,99.88,1420800,1456315600.0
2003-01-06,99.93,99.93,99.93,99.93,731100,747052700.0
2003-01-07,99.97,99.97,99.97,99.97,1262000,1278420800.0
2003-01-08,99.95,99.95,99.95,99.95,1124900,1137060000.0
2003-01-09,99.99,99.99,99.99,99.99,1701700,1726824300.0
2003-01-10,100.15,100.15,100.15,100.15,2890600,2961912800.0
2003-01-13,100.21,100.21,100.21,100.21,2038800,2092361800.0
2003-01-14,100.18,100.18,100.18,100.18,2837100,2899532700.0
2003-01-15,100.21,100.21,100.21,100.21,1621700,1668083300.0
2003-01-16,100.3,100.3,100.3,100.3,2380200,2432626100.0
2003-01-17,100.3,100.3,100.3,100.3,1385800,1426088200.0
2003-01-20,100.36,100.36,100.36,100.36,1482700,1502510900.0
2003-01-21,100.4,100.4,100.4,100.4,1562400,1610125600.0
2003-01-22,100.4,100.4,100.4,100.4,1333900,1375865000.0
2003-01-23,100.43,100.43,100.43,100.43,1973500,2076736900.0
2003-01-24,100.5,100.5,100.5,100.5,1783200,1839112000.0
2003-01-27,100.52,100.52,100.52,100.52,1960800,2013164000.0
2003-01-28,100.51,100.51,100.51,100.51,1864100,1887055000.0
2003-01-29,100.62,100.62,100.62,100.62,3104500,3141600800.0
2003-02-10,100.64,100.64,100.64,100.64,1736500,1792268700.0
2003-02-11,100.64,100.64,100.64,100.64,1990700,2059088900.0
2003-02-12,100.67,100.67,100.67,100.67,2177500,2247660300.0
2003-02-13,100.65,100.65,100.65,100.65,1907300,1988122700.0
2003-02-14,100.68,100.68,100.68,100.68,2955700,3041874500.0
2003-02-17,100.66,100.66,100.66,100.66,3210100,3267472800.0
2003-02-18,100.65,100.65,100.65,100.65,1389300,1412221900.0
2003-02-19,100.6,100.6,100.6,100.6,1855700,1905594200.0
2003-02-20,100.58,100.58,100.58,100.58,2075900,2130494400.0
2003-02-21,100.64,100.64,100.64,100.64,1830900,1873493700.0
2003-02-24,100.67,100.68,100.64,100.67,1612000,1672110000.0
2003-02-25,100.67,100.7,100.66,100.68,1282100,1310100000.0
2003-02-26,100.7,100.7,100.65,100.67,5170000,5208900000.0
2003-02-27,100.68,100.71,100.67,100.7,2273000,2294340000.0
2003-02-28,100.72,100.74,100.71,100.74,2708100,2738130000.0
2003-03-03,100.76,100.77,100.73,100.74,1354000,1385640000.0
2003-03-04,100.75,100.77,100.72,100.76,1743600,1802460000.0
2003-03-05,100.77,100.8,100.76,100.79,2289900,2373410000.0
2003-03-06,100.8,100.82,100.79,100.8,2147500,2189040000.0
2003-03-07,100.81,100.85,100.8,100.84,4737400,4804040000.0
2003-03-10,100.87,100.88,100.85,100.88,2845800,2922560000.0
2003-03-11,100.89,100.89,100.85,100.86,2683200,2758130000.0
2003-03-12,100.87,100.9,100.86,100.9,2096800,2141580000.0
2003-03-13,100.9,100.91,100.9,100.91,2487200,2550430000.0
2003-03-14,100.92,100.94,100.92,100.93,2583000,2642000000.0
2003-03-17,100.96,100.96,100.94,100.96,1715300,1744930000.0
2003-03-18,100.96,100.97,100.95,100.96,2353900,2400790000.0
2003-03-19,100.95,101.0,100.95,100.99,1615800,1659070000.0
2003-03-20,100.99,101.03,100.99,101.02,2610200,2650240000.0
2003-03-21,101.04,101.06,101.03,101.06,2476200,2524360000.0
2003-03-24,101.08,101.09,101.06,101.08,2412300,2461670000.0
2003-03-25,101.09,101.09,101.04,101.04,3170000,3217050000.0
2003-03-26,101.05,101.08,101.02,101.08,2944100,3052740000.0
2003-03-27,101.11,101.12,101.07,101.1,2447300,2588360000.0
2003-03-28,101.11,101.14,101.1,101.14,2481800,2551110000.0
2003-03-31,101.16,101.16,101.08,101.1,2260300,2338990000.0
2003-04-01,101.12,101.12,101.05,101.07,3946000,4049200000.0
2003-04-02,101.08,101.08,100.99,101.03,2770500,2870850000.0
2003-04-03,101.04,101.04,100.99,101.03,2529800,2602210000.0
2003-04-04,101.04,101.07,101.03,101.07,3220700,3297140000.0
2003-04-07,101.09,101.09,101.02,101.04,2816900,2902180000.0
2003-04-08,101.04,101.08,100.99,101.07,2708100,2784560000.0
2003-04-09,101.08,101.09,101.05,101.05,1891900,1924820000.0
2003-04-10,101.06,101.06,101.02,101.05,15710000,1609470000.0
2003-04-11,101.06,101.09,101.05,101.08,2369600,2415810000.0
2003-04-14,101.09,101.09,101.04,101.08,1924600,1954390000.0
