,收益
2018-01-02,-0.0011565915993465498
2018-01-03,0.003430113804156189
2018-01-04,-0.0037621677749859277
2018-01-05,0.001815022031491653
2018-01-08,-0.0007466958488308293
2018-01-09,-0.0014963354862016845
2018-01-10,0.0011116798167136077
2018-01-11,0.005369639400908128
2018-01-12,-0.005582343227265933
2018-01-15,0.004151899057136273
2018-01-16,0.005600258938741831
2018-01-17,0.0010176010588539386
2018-01-18,-0.0055370322434262625
2018-01-19,0.002573098170799109
2018-01-22,-0.0016719620181741663
2018-01-23,0.003084435412421482
2018-01-24,-0.0035482867017379398
2018-01-25,0.0013329982325183268
2018-01-26,7.821408837169486e-05
2018-01-29,-0.00010300089146112937
2018-01-30,0.007191779108529513
2018-01-31,0.0005611513094793963
2018-02-01,0.0003094793970106251
2018-02-02,-0.033863896675853065
2018-02-05,-0.01271319594087273
2018-02-06,-0.01244766522683438
2018-02-07,-0.027974491888451077
2018-02-08,-0.004099856325313445
2018-02-09,0.0011322165507724239
2018-02-12,-0.014876803315326922
2018-02-13,0.022102529559168128
2018-02-14,0.0013076978648972103
2018-02-22,0.006329528627709572
2018-02-23,0.005440702026382715
2018-02-26,0.0029606830948580368
2018-02-27,0.008491122926922789
2018-02-28,0.002125032153268999
2018-03-01,0.0005413027813630618
2018-03-02,0.00240511061886138
2018-03-05,0.00010067775845755982
2018-03-06,-0.0005640525537201046
2018-03-07,-0.004617489576980309
2018-03-08,0.002623074739873769
2018-03-09,-0.0030178555028581677
2018-03-12,-0.012803708562574598
2018-03-13,-0.00021153339548544048
2018-03-14,0.0003692761295340936
2018-03-15,-0.0011001068614200629
2018-03-16,-0.00016311918815654545
2018-03-19,0.0002338591431618633
2018-03-20,0.0015925173949628123
2018-03-21,-0.0024049746085212697
2018-03-22,0.006492435067966702
2018-03-23,0.011236433904458866
2018-03-26,0.03876042868554747
2018-03-27,0.00960591343182809
2018-03-28,0.01667133519130743
2018-03-29,-0.00022975587439812145
2018-03-30,0.002328476840492112
2018-04-02,-0.0030262073503566967
2018-04-03,0.0008772575881406065
2018-04-04,0.002423005629505706
2018-04-09,0.005919498921394261
2018-04-10,-0.0005417515211487828
2018-04-11,-3.6724309592858216e-05
2018-04-12,-0.004650026037089082
2018-04-13,0.004635303504680662
2018-04-16,0.0009193639238247767
2018-04-17,-0.001161029996824882
2018-04-18,0.020662444276578405
2018-04-19,-0.00047712979848411733
2018-04-20,0.00029808024091639327
2018-04-23,-0.000784106869350961
2018-04-24,-0.006645756331754088
2018-04-25,0.006661955709845098
2018-04-26,0.0018930001611368245
2018-04-27,-0.0025890424974822257
2018-05-02,-0.0014513703288392154
2018-05-03,0.00043299289992512866
2018-05-04,-0.001372710365338036
2018-05-07,-0.00015066771647126754
2018-05-08,-0.006762785781297525
2018-05-09,0.00033823772145940455
2018-05-10,-0.0006473199745280947
2018-05-11,-0.0032210534569790355
2018-05-14,0.003711676867333788
2018-05-15,0.001637310324383371
2018-05-16,-0.0017465904564566983
2018-05-17,-0.0001889060782851848
2018-05-18,0.0029315416526267493
2018-05-21,-0.0029423914485165723
2018-05-22,-0.004130785766799573
2018-05-23,-0.00045790117438897205
2018-05-24,0.006409148287922275
2018-05-25,0.0007316739793377843
2018-05-28,0.002036455727128472
2018-05-29,0.0021624638627969154
2018-05-30,0.004634334068102284
2018-05-31,0.009875082976267305
2018-06-01,0.010192396345885443
2018-06-04,-0.009159428791560344
2018-06-05,0.0012463234374213829
2018-06-06,0.007040961270533316
2018-06-07,0.0025265786496610865
2018-06-08,-0.008500369677016902
2018-06-11,-0.005846675561272703
2018-06-12,-0.0037690800479441232
2018-06-13,0.0013615797549902614
2018-06-14,-0.004275085152245218
2018-06-15,-0.0029969870530367508
2018-06-19,0.003697290559430846
2018-06-20,-0.053490505678133925
2018-06-21,0.008971669853021294
2018-06-22,-0.017807606930406495
2018-06-25,0.015462806541798263
2018-06-26,-0.010653042024456655
2018-06-27,0.012182566265607486
2018-06-28,-0.006053756356051979
2018-06-29,-0.005259236394422719
2018-07-02,0.012919215211013328
2018-07-03,-0.01374199022562327
2018-07-04,0.007785626497835496
2018-07-05,-0.008948333163708189
2018-07-06,-0.012012143009533816
2018-07-09,-0.002326425244344577
2018-07-10,-0.0027152401792428327
2018-07-11,0.00606250930284261
2018-07-12,0.0006059855240654048
2018-07-13,0.0030457879474574
2018-07-16,0.001340233186122441
2018-07-17,-0.0002883884927301928
2018-07-18,-0.0010102222874581123
2018-07-19,0.003613922405078984
2018-07-20,0.015340876571623913
2018-07-23,-0.009632004283383615
2018-07-24,-0.008961798871205538
2018-07-25,-0.009358558941090101
2018-07-26,-0.0006326920982873368
2018-07-27,0.0014252708644051722
2018-07-30,0.00473877124615817
2018-07-31,0.014576317224537843
2018-08-01,-0.001922160171884074
2018-08-02,0.01743133491512646
2018-08-03,0.01873976461067474
2018-08-06,0.005025489791118375
2018-08-07,0.010364731955053337
2018-08-08,-0.0036408775413086705
2018-08-09,-0.009081319379699025
2018-08-10,0.00985024081375426
2018-08-13,0.0020763853786742413
2018-08-14,-8.064708870735314e-06
2018-08-15,-0.001625572709752114
2018-08-16,0.021754331984917226
2018-08-17,0.0022758537361728384
2018-08-20,0.014891419245591345
2018-08-21,-0.0011449034277308463
2018-08-22,-0.007186895840023408
2018-08-23,-0.0006739556973574354
2018-08-24,-0.0005447062843234822
2018-08-27,-0.0016295999799201244
2018-08-28,-0.011422502388025026
2018-08-29,4.575709377307332e-06
2018-08-30,-0.0016503293924339712
2018-08-31,0.010967393320324502
2018-09-03,-0.0009542989771923915
2018-09-04,-0.0010424054214920988
2018-09-05,-0.01171768833181005
2018-09-06,0.003044627346007782
2018-09-07,-0.002532247280158773
2018-09-10,0.00021854343937378784
2018-09-11,0.0027864116850683947
2018-09-12,-0.011476395730767756
2018-09-13,-0.010917031806009331
2018-09-14,0.0003340366112252295
