,h1_固定40,h1_自适应,h5_固定40,h5_自适应
2018-12-25,0.0036506800020878268,0.005404893235588882,0.005370288129281289,0.005388084244231025
2018-12-26,0.0010316283800676036,0.0015379086326040162,0.001588355182950551,0.0016757486641961283
2018-12-27,-0.00861596148433797,-0.01109490456831837,-0.01749528275269037,-0.019200957820636255
2018-12-28,0.01978063890228548,0.02369735579474419,0.034854641720526325,0.03610858321812203
2019-01-02,-0.0008025036289989004,-0.0010149889011159014,-0.0015100694515325303,-0.0015692326561498504
2019-01-03,0.004263913554741435,0.0049337180018836305,0.0047888455741111665,0.0049337180018836305
2019-01-04,0.012311128939396778,0.01272842565914942,0.012310772048930104,0.01272842565914942
2019-01-07,-0.0333110674526335,-0.03322579654014641,-0.030487203318852418,-0.03272542198436853
2019-01-08,0.007505689492966031,0.00497758103166622,-0.008442732857523033,-0.009906584966732534
2019-01-09,0.002207714325100111,0.001832408343368847,-0.004455795303519684,-0.004604759245709469
2019-01-10,0.0003889878591530168,0.0013477044379697064,0.005322954314039477,0.004749181351190183
2019-01-11,-0.0005848361128065477,-0.0009605991646442534,-0.0014287793697354346,-0.001352599230353267
2019-01-14,-0.001499366594993945,-0.001446676163453239,-0.0015999071618686901,-0.0015999071618686901
2019-01-15,0.0002571454507956668,0.0014836376657916624,0.0017594735265389337,0.0017594735265389337
2019-01-16,-0.004682745086253869,-0.013686968593137687,-0.01589972143846401,-0.015829736036622112
2019-01-17,-0.0013795858641321636,0.0028799383926442026,0.004434536369112802,0.005259454959374039
2019-01-18,0.0022136307015295227,0.0095733048986639,0.0072374571131549196,0.010371248813665765
2019-01-21,0.0034343856968998407,-0.009510511693642355,-0.006534440029816423,-0.011459919796588055
2019-01-22,-1.389619226028891e-05,0.00018285435989957735,0.0002477898786746866,0.00025641490633612405
2019-01-23,-0.0023047640270733778,0.008421379946963129,0.010055724854705832,0.010852179278353845
2019-01-24,0.00031387844632956035,-0.001373560786062673,-0.0013035753842207752,-0.0016326906280188704
2019-01-25,-0.003925103843854376,-0.008513405680005132,-0.007323301934135404,-0.00849695357911395
2019-01-28,0.0015094997835263407,0.005139251253242353,0.005317775917093517,0.005317775917093517
2019-01-29,0.0038604149060121732,0.018009438547205117,0.01742235015414536,0.017588018572127145
2019-01-30,-0.007269836820854553,0.007907656842593916,0.007799121211634331,0.012162582000901584
2019-01-31,-0.009082143292068108,0.009390113116313454,0.005842562674703189,0.014966260363946047
2019-02-01,-0.004273379509166057,0.007392590396933666,-0.0014698253356143687,0.009301439470157538
2019-02-11,0.01620664919688476,-0.019742801369237322,0.010409877663058724,-0.025432685532478353
2019-02-12,0.027258992007552975,0.023344499576977783,0.02105941314543731,-0.015589588559356563
