,h1_固定40,h1_修正版,h5_固定40,h5_修正版
2018-04-09,0.004907183965675334,0.0032851483712835598,0.004981207111093894,0.004980298221477156
2018-04-10,-0.000560679715791905,-0.0004970764674352695,-0.0005346533715440253,-0.00046160919470818564
2018-04-11,0.0,-3.903303504387995e-05,-1.6452100891183043e-05,-1.680899135785674e-05
2018-04-12,-0.004452016099863537,-0.004472120940264295,-0.004783519361499837,-0.00463011071885408
2018-04-13,0.004614015781720316,0.004422026857643358,0.005203699813262671,0.005203699813262671
2018-04-16,0.0008606353322357493,0.0008606353322357493,0.0011474404864644126,0.0009753284638719072
2018-04-17,-0.0011374342288195474,-0.0011552303437692834,-0.0010298673679076658,-0.0007792890057062628
2018-04-18,0.019323281953435262,0.01860419225802683,0.0210017711630665,0.020815758934096113
2018-04-19,-0.0023763147812492966,-0.0032207363328187835,-0.010203802425066587,-0.004946946123469311
2018-04-20,0.00020674164155886967,0.0001432652377344824,-0.0006861563304422183,-0.0005346052508677719
2018-04-23,0.004516606570459209,0.004547689293122999,0.01610027992823062,0.0158705240538325
2018-04-24,0.0010153540139929175,0.0017444272018094533,0.009223379045402835,0.003776815645293123
2018-04-25,-0.006578373709583218,-0.007679195765816196,-0.009531876250885682,0.002149218799337667
2018-04-26,0.0014663999828570399,0.0011875656532751044,-0.00043324601928673343,-5.6230178811418955e-05
2018-04-27,-0.0015570682595318847,0.0012342466888504945,0.01122148340917521,0.009913506382172973
2018-05-02,-0.0005775348728774615,0.00048943602378744,0.0010116941785858159,0.001408000266234377
2018-05-03,0.0012534246593014914,0.0014002240350774167,-0.002108509220181459,-0.002176305429657424
2018-05-04,-0.003140225823019693,-0.0035832619314582845,0.006868356017211292,0.006581386287211148
2018-05-07,-0.0003392009900270706,-0.00036591916109180713,0.0010409569083976817,0.0010128915838201907
2018-05-08,-0.00778066722118631,-0.008485984932792685,0.010695931571009185,0.010661326464701592
2018-05-09,0.0019275972297459424,0.0013165872318226276,0.003225927308066673,0.003479824483946846
2018-05-10,-0.00017284292133162624,-0.0003454352688036241,0.0006166708618897641,0.0006543220336216894
2018-05-11,-0.0022545267732398027,-0.0029399916826745873,0.0015907288582451642,0.0015615388914369396
2018-05-14,0.005169607926660617,0.005517650776040642,-0.0028105087920669205,-0.003251447391076963
2018-05-15,0.00200755535983788,0.00243482368450656,0.0011694957335889793,0.00069809114259529
2018-05-16,-0.0004039913432804589,-0.0010531782765802987,-0.002191183423813912,-0.002443053553299961
2018-05-17,-0.0001597161114769601,-0.0001241890599597498,-0.0007193132962035994,-0.0003976432568900595
2018-05-18,0.002456927806715799,0.00472134456817033,-0.0027312283142210646,-0.001988122795369204
2018-05-21,-0.003611068523120993,-0.00453509863848751,0.002446516221574084,0.002009146351349707
2018-05-22,-0.004631647556361686,-0.0053639939910834255,-0.003646398337885214,-0.005179351606204108
2018-05-23,0.0005386100881055874,0.0002653641405995781,-0.0009424505248180389,-0.001625261328158161
2018-05-24,0.0020495734169401897,0.0020184906942764006,0.005010966287098926,0.008999307432317088
2018-05-25,0.00029588805019987866,0.00010337008788119202,0.0006043561218858659,0.0022526444317109494
2018-05-28,0.0039878820897995505,0.0039878820897995505,0.0016209595729167426,0.006291363573020225
2018-05-29,0.0009713875209356598,0.0009095256452954564,-0.00637303072992244,-0.004795534292967295
2018-05-30,0.0010120180696383042,0.002470436141248248,-0.007864892115825813,-0.007821148470398078
2018-05-31,0.005919128343963508,0.008541014319178478,-0.017908001035646843,-0.015899628372608582
2018-06-01,0.011914764998571198,0.011914764998571198,0.009263799094577215,0.008732437609173424
2018-06-04,-0.009194033897867937,-0.009233066932911817,-0.00742734204356566,-0.007019549469432541
2018-06-05,0.001011485903939378,0.0008385014339433579,0.0010780197021188042,0.0008556351236228247
2018-06-06,0.0039955234419378725,0.0020617060216559764,0.007891262360215588,0.00787445336885773
2018-06-07,0.0020090462586808645,0.0018661896617517665,0.002497961458224628,0.0023460670352965177
2018-06-08,-0.003533353898875646,-0.0021596456063567586,-0.009343095836336393,-0.007602528833271723
2018-06-11,-0.0011436433122286782,-0.0011436433122286782,-0.007664291363667604,-0.007408732658210155
2018-06-12,-0.0009404537763162496,-0.0009100946720605507,-0.008320990885408485,-0.007631513452129594
2018-06-13,0.001030178574137392,0.0008060312447317557,0.0035639910854542564,0.0036489214069676196
2018-06-14,-0.005542875385484245,-0.0043758264687285145,-0.008751383966468532,-0.007822671152274165
2018-06-15,-0.003940911969212316,-0.00414525050347724,-0.005298248979368948,-0.005276961256408602
2018-06-19,0.0020280185215738288,-0.002841066011349821,-0.019908776629861,-0.021091212383033426
2018-06-20,-0.06109203300864491,-0.06109203300864491,-0.0506097762020432,-0.06109203300864491
2018-06-21,0.008971669853021294,0.008971669853021294,0.008335287662226062,0.008971669853021294
2018-06-22,-0.017807606930406495,-0.017807606930406495,-0.017774345838157454,-0.017790797939048638
2018-06-25,0.015480602656748,0.015462806541798263,0.01636482854328006,0.015712784154782892
2018-06-26,-0.011150843544345935,-0.01069678566988439,-0.006215909717387712,-0.0034858432803045306
2018-06-27,0.010883557907606383,0.010862270184646037,0.010777645452908999,0.009802811580911161
2018-06-28,-0.006946656144200013,-0.007306960198504002,-0.0042006966630685465,0.0006794479346995377
2018-06-29,-0.005348612847184049,-0.006571581788569707,-0.008251707334717156,-0.005566196917674863
2018-07-02,0.00708773693791211,0.00708773693791211,0.0053136845543904675,-0.006600505137763415
2018-07-03,-0.014928959986210317,-0.014928959986210317,0.0027677353199435876,0.00863780302411021
2018-07-04,0.009630066268160275,0.009678352899362853,0.00856212003984773,0.007587714414114582
2018-07-05,-0.009000787848988908,-0.010517758734860433,-0.008294374131970511,-0.0030035937966998052
2018-07-06,-0.010009106759148694,-0.012082885563203782,-0.017324751425990284,-0.015781593168558292
2018-07-09,-0.002682209177431629,-0.00265112645476784,-0.0029386679899760355,-0.0029386679899760355
2018-07-10,0.0007421313663896817,0.0014070980092669354,0.0047852523868728205,0.004711614245521347
2018-07-11,0.009057255782490203,0.010454784149351411,0.010892508467586957,0.0129760714043767
2018-07-12,-0.007420966007471841,-0.014191003333517605,-0.008458411073458292,-0.01322875506584254
2018-07-13,0.02244658400290593,0.022351658138594112,0.011960985762883673,0.010100801428678082
2018-07-16,0.003064189860037898,0.004020619121912039,0.0018843042756413347,0.0029198468283227735
2018-07-17,-7.846320278359517e-06,0.0005442363412831287,0.00017465830404757288,0.00022427544304766303
2018-07-18,-0.0007692624946302798,-0.00014778511289091135,-5.8212850458646294e-05,0.0001275923820122035
2018-07-19,0.003870790685785438,0.0019345383983264276,0.0005123451166941151,-0.00013496210727845234
2018-07-20,0.014093553115752446,0.009480656273782796,0.004675081868398214,0.004736943744038417
2018-07-23,-0.00845346744037745,-0.006565731226139628,-0.001108127762488775,-0.0024149525106662542
2018-07-24,-0.007063874661129888,-0.0035898320133219554,-0.0055020949911394985,-0.006568171931909706
2018-07-25,-0.009467094572049688,-0.0045917090875127195,-0.009467094572049688,-0.006736103813141228
2018-07-26,-0.0005076928805300874,5.3581735576360484e-05,-0.0005266210751732096,-0.0003297724630318302
2018-07-27,0.0015255659554393463,0.0010094227364428547,0.001573889962222914,0.001131855607035784
2018-07-30,0.00572065231496967,0.004704166139850577,0.006160463254485769,0.005942560472988599
2018-07-31,0.01628455356894613,0.015734521313019337,0.01621721520792886,0.015043482584608053
2018-08-01,-0.00226097703150654,-0.0021590676358458636,-0.0019053511805262172,-0.001325657856573812
2018-08-02,0.01809139583568199,0.01809139583568199,0.01687122407833972,0.013930006989062663
2018-08-03,0.022019023361694666,0.022078040710200298,0.020375742387588467,0.013206866779053444
2018-08-06,0.003002691165490865,0.004395112189449935,0.0017340043777385222,0.001547923078632212
2018-08-07,0.010455697593982856,0.00936818001413628,0.001828697886272579,-0.005992288536825032
2018-08-08,-0.007462603326548147,-0.008798430522148156,0.003146816586029083,0.01564570998566915
2018-08-09,-0.006603969818659287,-0.008480480424790724,0.003402891060372617,-0.0013762206784365997
2018-08-10,0.0036071143036941937,0.008998134368347703,-0.01035199772226143,-0.005209879066381839
2018-08-13,0.00019726915688511238,0.0013875612271917787,-0.005094974443545646,-0.003598253828046527
2018-08-14,-0.001191868388500089,-6.570856067635136e-05,-0.0013093174656238643,0.0029138726658653573
2018-08-15,-0.0027367557425662455,-0.0020906487094979197,-0.0014420547127972033,0.0026031166913317127
2018-08-16,0.021754331984917222,0.021921884964382438,0.012421613346773738,0.0019231906868453419
2018-08-17,0.0024916933468406314,0.00519298888782674,-0.002684437989384466,-0.007575212453915316
2018-08-20,0.005827577930976985,0.010773877359425013,-0.011855327824559824,-0.02053003565100541
2018-08-21,-0.0018097697013419642,-0.001947891224875706,0.002408685261930809,0.003229179258681997
2018-08-22,-0.008396628775312536,-0.008427895071236936,0.009651557417073511,0.009651557417073511
2018-08-23,-6.214158710793571e-05,-0.0003681281248153983,-0.003192048811639569,-0.003175596710748386
2018-08-24,-0.0010894632177655787,-0.0011894197732309542,0.0014928585684412742,0.0015474973504864366
2018-08-27,-0.002786578886578094,-0.002786578886578094,0.0026630601837854813,0.002805500252119452
2018-08-28,-0.014211925407991273,-0.014182735441183047,0.014310328310871189,0.014310328310871189
2018-08-29,-0.0002493530402973905,-0.00020594833435685656,-2.781898747148926e-05,-1.1009996113632523e-05
2018-08-30,0.0019241964268983253,0.0019241964268983253,-0.004380785778142637,-0.0045318211941604665
2018-08-31,0.015955400152815824,0.015977856075283212,-0.01671901506471866,-0.01671901506471866
2018-09-03,0.006737225878563045,0.007274356145671848,-0.009309383488697644,-0.00936621263869126
2018-09-04,0.0003997006288522676,0.0013093332298402605,-0.0030907688172744064,-0.002652056270880099
2018-09-05,-0.01171768833181005,-0.011602590037625553,0.008699712723238785,0.008717508838188521
2018-09-06,0.003255585855331106,0.005979331605271184,-0.0104947434582573,-0.010125800197102798
2018-09-07,-0.0004784862253129524,0.0011710488228980438,-0.0043666942981831925,-0.0036949360512209435
2018-09-10,0.0004970702791039282,0.0005651587873971699,0.00018440937731413687,0.00020582868126964936
2018-09-11,0.005663125484053596,0.005983748347687135,-0.0028034798649232465,-0.0024428205254446653
2018-09-12,0.007855105868017485,0.011038006554801614,-0.01103649604885831,-0.01103649604885831
2018-09-13,-0.011301802812962046,-0.011678404316979677,-0.0004055497265617194,-0.0004055497265617194
2018-09-14,0.00019616497997817755,0.00029264404786412553,0.0001042172519429204,1.3251613013401202e-05
2018-09-17,0.004954422388820527,0.006615678674267506,0.00121848675967213,0.0029724965499611463
2018-09-18,0.008062294453014053,0.011672594402093235,0.012030771666439604,0.008621221750214283
2018-09-19,0.009067221256654809,0.0009685882511268121,-0.011155397118780783,-0.007919466423736135
2018-09-20,0.011966008720586336,0.010331930912371053,-0.007712243085007475,-0.0039009006398097955
2018-09-21,0.004123276947653592,0.0033263539450100383,-0.00493762260443719,-0.003853985216252837
2018-09-25,0.0006085561494763368,-8.12772543080637e-05,-0.001079885341672041,-0.0009548870416529611
2018-09-26,-0.000203119798086736,-0.0007997013744139034,-0.0015579600581748566,-0.0015744121590660397
2018-09-27,-0.0024597323498037524,-0.002688380637823653,-0.002879761567065729,-0.0027927473773914696
2018-09-28,0.011987003328795567,0.013188635512361244,0.014727139951303803,0.014727139951303803
2018-10-08,0.001754992799972562,0.0028631477177439033,0.003944906586417846,0.003962702701367582
2018-10-09,0.001816495119679261,0.012748143052655328,0.020865070538389388,0.021693516230274656
2018-10-10,-0.0017236227528888179,-0.0016645755743038945,0.001449223018025783,0.001449223018025783
2018-10-11,-0.007073819936734295,-0.004764446085454257,0.008706889221969168,0.008689093107019432
2018-10-12,0.04859549083910583,0.056414355241395694,0.057025878917844906,0.0595200283445472
2018-10-15,-0.07154937916617593,-0.06913859923411554,0.02033247856735837,0.04865087780578768
2018-10-16,0.053531494792233236,0.05164283107905672,-0.03484816000935097,-0.04029015304711026
2018-10-17,-0.012248004827837822,-0.012248004827837822,0.006062436155441969,0.008280281150938212
2018-10-18,-0.0016564695209272421,-0.0016729216218184253,0.0014991034417966584,0.001650473102771586
2018-10-19,-0.03493625520695083,-0.03613770232099862,0.016582387408755967,0.02264434719477916
2018-10-22,0.039500980835498176,0.039500980835498176,0.0011422794862649193,-0.01625871384007555
2018-10-23,0.039871382127891944,0.039871382127891944,0.011211085204226227,0.003742961801602173
2018-10-24,-0.029196110292045042,-0.029196110292045042,-0.028191698373908464,-0.02249133583798301
2018-10-25,-0.01821688508320123,-0.018197956888558107,-0.018163351782250516,-0.014537179079418464
2018-10-26,0.01792816975907686,0.018797024989370397,0.020311789362301207,0.017980624444357583
2018-10-29,0.0009574498893089543,0.0012131518955210171,0.0014661111415846307,0.0011213065560924254
2018-10-30,-0.004557544813419167,-0.006179861162441894,-0.008389162913823077,-0.005559807430049379
2018-10-31,0.0052685770545358775,0.008250376474332627,0.01139182195158944,0.010994571654104213
2018-11-01,0.00851079688670731,0.012225097327634042,0.015011889069920578,0.015011889069920578
2018-11-02,0.028443943683551104,0.030024475373229345,0.034980439927270554,0.034980439927270554
2018-11-05,0.0014331670582952694,0.0026172844712732306,0.0025472990694313325,0.0025472990694313325
2018-11-06,0.001379501445692527,0.0014989615877934387,0.0017099411727446003,0.0017099411727446003
2018-11-07,0.0008021329774607275,0.0011085124417109387,0.0014611574511756561,0.0014611574511756561
2018-11-08,-0.0001734549022320489,0.0010950272635469262,0.003697872742010221,0.003668045360312815
2018-11-09,0.0044187730813380465,0.0019997846809893197,-0.006761024754649306,-0.005569136078054777
2018-11-12,-0.001746422723933719,-0.0009453988340681885,-0.00029768009256714176,-0.0004671230645727478
2018-11-13,-0.015187109585937044,-0.012709587716454892,-0.009746862936906703,-0.008328805550186823
2018-11-14,0.01641917330593177,0.020261278217900622,0.007481842037933889,0.007452014656236483
2018-11-15,0.0007820880302311663,0.0008929236657377587,0.0005523548684320963,0.0005565042053486698
2018-11-16,-0.004120812403464847,-0.002260198662094945,0.0035188586681506842,0.0016045925378069216
2018-11-19,-0.0032548293557225845,-0.0024559955298105777,0.0018612468253599362,0.0004506618737115155
2018-11-20,0.002937444289046246,0.0017856864057463626,0.0006976208946273085,0.0006729289790142663
2018-11-21,0.020507658673582105,0.013720147195004825,0.016545726911679316,0.0179959634348541
2018-11-22,0.001540817774085401,0.006158728343849855,0.006158728343849855,0.0024151712239944023
2018-11-23,0.0004503841447838234,-0.00022762256191485736,-9.439501534223019e-05,0.0013047778764708042
2018-11-26,0.041115819600427886,0.03408946602463079,0.020282847327081,0.028897304149819454
2018-11-27,0.000176625133008985,0.002404735330028705,0.004985000446312318,0.00267003907109824
2018-11-28,0.0008166572000148683,0.0009581506412279748,-0.0004851715418183193,2.51186282448931e-05
2018-11-29,-0.01140294015711163,-0.01140294015711163,0.0007493278092329939,0.0007493278092329939
2018-11-30,0.0057123833227603164,0.005536146771343707,0.007386811035196667,0.007418077331121067
2018-12-03,0.004891791396561073,0.01640604280532412,-0.001335441198943696,-0.0033856444439304225
2018-12-04,-0.001705345654374515,0.0014159314421643495,-0.004572732656105459,-0.005456426658520377
2018-12-05,-0.005168372018177001,-0.00568034199057596,3.9189645984243196e-05,-0.003059418631281389
2018-12-06,0.0006806296446910877,0.0017705491606148295,-0.0016674718493238263,-0.0010109631918885438
2018-12-07,0.0027811404024188457,-0.002601640025949826,0.0011834615762947925,-0.0030501776195371024
2018-12-10,0.0048660358330183265,0.0048660358330183265,0.002171511020372253,0.0029807193508724593
2018-12-11,0.0017334207015577393,0.0017334207015577393,0.0013160074556754562,0.001533438580677826
2018-12-12,-0.005187721794186679,-0.005187721794186679,-0.0037726061377239975,-0.004469519996746711
2018-12-13,-0.003338321815887701,-0.0033547739167788843,-0.0027788456163428616,-0.0027788456163428616
2018-12-14,0.007013192573658468,0.007235457984492585,0.0073054433863344835,0.0073054433863344835
2018-12-17,0.011992744254133365,0.012018480768349347,0.01395283594157552,0.01395283594157552
2018-12-18,0.00526913825515396,0.0057174336517358815,0.005583599764065491,0.005583599764065491
2018-12-19,-0.0012253987067454245,-0.0014223665561599707,-0.0017743181046797171,-0.0017743181046797171
2018-12-20,0.015155229797185862,0.01769458550198159,0.017711037602872775,0.017711037602872775
2018-12-21,-0.0010197585847192337,-0.0012712941618963135,-0.0013069273615126799,-0.0013069273615126799
2018-12-24,0.0030783035679803994,0.003559652617593413,0.003830177586099865,0.003830177586099865
2018-12-25,0.0036506800020878268,0.004794770894201064,0.005370288129281289,0.005351359934638166
2018-12-26,0.0010316283800676036,0.0012799502429685623,0.001588355182950551,0.0015369183417456372
2018-12-27,-0.00861596148433797,-0.011143191199520947,-0.01749528275269037,-0.01749528275269037
2018-12-28,0.01978063890228548,0.027277943428030135,0.034854641720526325,0.034854641720526325
2019-01-02,-0.0008025036289989004,-0.001082878910184485,-0.0015100694515325303,-0.0015100694515325303
2019-01-03,0.004263913554741435,0.0049337180018836305,0.0047888455741111665,0.0047888455741111665
2019-01-04,0.012311128939396778,0.01272842565914942,0.012310772048930104,0.012327581040287961
2019-01-07,-0.0333110674526335,-0.03300988785934269,-0.030487203318852418,-0.03164380542195837
2019-01-08,0.007505689492966031,-0.0013905232475616002,-0.008442732857523033,-0.008481765892566913
2019-01-09,0.002207714325100111,-0.0007478713094356917,-0.004455795303519684,-0.0048276791644154245
2019-01-10,0.0003889878591530168,0.0030091099159097155,0.005322954314039477,0.00512735047930601
2019-01-11,-0.0005848361128065477,-0.0010349488515251268,-0.0014287793697354346,-0.0014287793697354346
2019-01-14,-0.001499366594993945,-0.0016435187500852594,-0.0015999071618686901,-0.0015999071618686901
2019-01-15,0.0002571454507956668,0.000950683187283829,0.0017594735265389337,0.0017759256274301168
2019-01-16,-0.004682745086253869,-0.013123689282140838,-0.01589972143846401,-0.015367243739819928
2019-01-17,-0.0013795858641321636,0.001600564342413248,0.004434536369112802,0.0042616537314465385
2019-01-18,0.0022136307015295227,0.008523076181216454,0.0072374571131549196,0.0077549732080812615
2019-01-21,0.0034343856968998407,-0.0036368153094818423,-0.006534440029816423,-0.007165933396837555
2019-01-22,-1.389619226028891e-05,-2.4488651547783526e-05,0.0002477898786746866,0.00020857001159621072
2019-01-23,-0.0023047640270733778,0.0025236658417075136,0.010055724854705832,0.010429854985205007
2019-01-24,0.00031387844632956035,-0.0006088589910449665,-0.0013035753842207752,-0.0013614339692941658
2019-01-25,-0.003925103843854376,-0.007628702627662639,-0.007323301934135404,-0.007323301934135404
2019-01-28,0.0015094997835263407,0.004335355102773353,0.005317775917093517,0.005200394130314309
2019-01-29,0.0038604149060121732,0.013743908283270396,0.01742235015414536,0.01320787901992597
2019-01-30,-0.007269836820854553,0.0003725902262326224,0.007799121211634331,0.0072441003066385685
2019-01-31,-0.009082143292068108,0.0015769467853564093,0.005842562674703189,0.008448817332639328
2019-02-01,-0.004273379509166057,0.002238208873871042,-0.0014698253356143687,0.0016744516908859023
2019-02-11,0.01620664919688476,-0.008047080749027439,0.010409877663058724,0.0021996578616227877
2019-02-12,0.027258992007552975,0.026326774416275338,0.02105941314543731,0.019809459781642377
2019-02-13,0.01764730684411067,0.01761058253451781,0.01364549874700393,0.012858935288944605
2019-02-14,0.012938679081771858,0.011900737996743477,0.010019730868432011,0.01005645517802487
2019-02-15,-0.0015775518313687741,-0.0014624419743045267,-0.0016019657311074935,-0.0014460343109984086
2019-02-18,0.005287237782727775,0.004243774334007518,0.0061156925881090205,0.005832989261120017
2019-02-19,0.01971431379976828,0.012480618715976607,0.026328902787378042,0.026328902787378042
2019-02-20,0.006596648628539639,0.006613457619897496,0.0066299097207886785,0.006613457619897496
2019-02-21,-0.0031630357256904294,-0.003212266641802499,-0.003323675322736142,-0.003194470526852763
2019-02-22,-0.0012389242460545031,-0.0016062927330184593,-0.0015542097789241179,-0.0015542097789241179
2019-02-25,0.028949507289253246,0.028912782979660386,0.04144589593577154,0.04142944383488036
2019-02-26,0.035134596722620814,0.03824763123997565,0.03967249043757655,0.04106709685836593
2019-02-27,-0.015180386260221161,-0.015163577268863304,-0.015147125167972121,-0.015147125167972121
2019-02-28,3.091132799077577e-05,2.9669139384343548e-05,1.2001224180224388e-05,1.2001224180224388e-05
2019-03-01,0.0042988651704796,0.004395344238365548,0.004596438538868162,0.004596438538868162
2019-03-04,0.006995781093690499,0.009424354712784085,0.011424791111981242,0.011407982120623385
2019-03-05,0.009146502034539448,0.01163371879869354,0.012660459992308944,0.013145630971966213
2019-03-06,0.03449769880678746,0.0375525854091093,0.04030293454196936,0.04030293454196936
2019-03-07,0.015231448527891477,0.015231448527891477,0.01577275717519569,0.01577275717519569
2019-03-08,0.007879580990713054,0.007879580990713054,0.008466716774323497,0.008466716774323497
2019-03-11,-0.03134102159256866,-0.031357473693459835,-0.03496466458800438,-0.03496466458800438
2019-03-12,0.05184750594604156,0.05366961799299446,0.053653165892103276,0.05366961799299446
2019-03-13,0.011009599176246335,0.010993147075355153,0.01065309861926805,0.011009599176246335
2019-03-14,-0.035404160361083396,-0.03418005227550462,-0.03418005227550462,-0.035386364246133666
2019-03-15,-0.011404671602420525,-0.011866013435597924,-0.011847085240954802,-0.011847085240954802
2019-03-18,0.009259782003816176,0.009685273912147584,0.01020114078110839,0.01020114078110839
2019-03-19,0.019179280388179162,0.01773074291765892,0.022972219211471304,0.022972219211471304
2019-03-20,-0.002954772752366628,-0.002839674458182131,-0.00427473992566558,-0.004228689287608657
2019-03-21,-0.0008252211995204053,-0.0014124120740764928,-0.0018407759652122931,-0.0021365721239733617
2019-03-22,-0.0003959030957997988,0.006202957929561958,0.009571972804918671,0.010305333900165381
2019-03-25,0.003384402421435388,-0.0022765255441200213,-0.005679470744327592,-0.005619284258374486
2019-03-26,-0.0033447857150204923,0.0008122445020332584,0.001815482187703641,0.0027617824710624767
2019-03-27,0.0042333185373991606,-0.006195597669904392,-0.0009063424792095733,-0.0009985634591054755
2019-03-28,0.00011399136609882874,0.0011538179403230338,0.0002384472650250408,0.0006762319167147679
