季度,事件,名称,明细
2020Q2,入库,"ts_std(mul(returns,ts_zscore(high,120)),3)",专属zz500 IC=+0.115 方向=+1
2020Q2,入库,"ts_std(mul(volume,mul(returns,ts_sum(ts_sum(returns,3),60))),3)",专属zz500 IC=+0.069 方向=+1
2020Q2,入库,"ts_std(div(close,low),20)",专属zz1000 IC=+0.036 方向=+1
2020Q2,入库,"ts_max(ssqrt(returns),10)",专属zz1000 IC=+0.015 方向=+1
2020Q2,入库,"ts_zscore(delta(sub(open,close),5),10)",专属zz1000 IC=+0.072 方向=-1
2020Q2,入库,"abs(abs(ts_sum(delay(returns,3),10)))",专属zz1000 IC=+0.068 方向=+1
2020Q2,入库,"div(volume,ts_corr(ssqrt(low),mul(close,entropy120),244))",专属hongli IC=+0.036 方向=+1
2020Q2,入库,"abs(slog(slog(ts_zscore(returns,20))))",专属hongli IC=+0.100 方向=+1
2020Q2,入库,"ts_argmax(ts_decay_linear(volume,20),10)",专属hongli IC=+0.023 方向=-1
2020Q2,入库,"delta(mul(volume,amount),40)",专属hongli IC=+0.077 方向=+1
2020Q3,立即退役,"div(ts_std(ts_tsi(open,20),10),ts_sum(abs(returns),120))",IC=-0.059
2020Q3,立即退役,"abs(ema(returns,3))",IC=-0.020
2020Q3,立即退役,"ts_min(abs(returns),20)",IC=-0.021
2020Q3,立即退役,"div(add(low,ts_argmax(ts_corr(volume,high,10),244)),high)",IC=-0.023
2020Q3,立即退役,"ts_std(ts_mean(ssqrt(amount),60),5)",IC=-0.026
2020Q3,立即退役,"mul(ts_zscore(returns,120),ts_zscore(ts_zscore(returns,5),12",IC=-0.059
2020Q3,立即退役,"abs(delta(returns,10))",IC=-0.085
2020Q3,立即退役,"abs(mul(delta(volume,5),returns))",IC=-0.031
2020Q3,立即退役,"abs(mul(ts_slope(abs(returns),120),returns))",IC=-0.026
2020Q3,立即退役,"add(ssqrt(ts_max(entropy120,3)),ssqrt(slog(abs(returns))))",IC=-0.047
2020Q3,黄牌退役,"ts_argmax(div(abs(low),ts_sum(volume,5)),3)",IC=-0.007
2020Q3,立即退役,"div(ts_zscore(ts_zscore(returns,5),5),ts_zscore(returns,5))",IC=-0.103
2020Q3,立即退役,"add(abs(returns),add(returns,ts_std(beta120,3)))",IC=-0.039
2020Q3,黄牌退役,"div(div(ts_std(div(ts_std(returns,3),beta120),3),beta120),be",IC=-0.016
2020Q3,黄牌退役,"delay(delay(ts_std(beta120,10),60),60)",IC=-0.006
2020Q3,立即退役,"ts_max(delay(ts_std(beta120,10),244),60)",IC=-0.038
2020Q3,立即退役,"ts_corr(delta(ts_std(returns,3),60),ssqrt(abs(ts_mean(volume",IC=-0.032
2020Q3,立即退役,"abs(mul(mul(returns,mul(ts_max(volume,120),ts_tsi(high,10)))",IC=-0.032
2020Q3,立即退役,"abs(delta(mul(volume,abs(mul(returns,volume))),120))",IC=-0.033
2020Q3,立即退役,"abs(mul(mul(returns,mul(ts_max(returns,120),ts_std(high,10))",IC=-0.068
2020Q3,立即退役,"ts_max(abs(ts_mean(returns,244)),3)",IC=-0.037
2020Q3,复职,"ts_argmax(mul(ts_mean(close,3),div(low,volume)),60)",场外IC=+0.093
2020Q3,复职,"mul(ts_min(ts_slope(low,40),244),ts_max(ts_min(ts_sum(high,4",场外IC=+0.082
2020Q3,复职,"ts_argmax(abs(returns),10)",场外IC=+0.068
2020Q3,复职,"ts_std(sign(returns),20)",场外IC=+0.024
2020Q3,复职,"abs(ts_tsi(returns,120))",场外IC=+0.048
2020Q3,复职,"div(volume,sign(delta(amount,40)))",场外IC=+0.031
2020Q3,复职,"ts_corr(ts_er(open,120),high,3)",场外IC=+0.069
2020Q3,复职,"ts_std(ema(ts_er(volume,244),120),3)",场外IC=+0.070
2020Q3,入库,"ssqrt(slog(mul(returns,ema(delta(returns,244),244))))",专属hs300 IC=+0.041 方向=+1
2020Q3,入库,"sub(ts_min(ts_std(low,3),244),ts_er(mul(returns,returns),10))",专属hs300 IC=+0.064 方向=-1
2020Q3,入库,"ts_std(div(returns,beta120),3)",专属zz500 IC=+0.046 方向=+1
2020Q3,入库,"ema(abs(div(returns,ts_rank(ts_argmin(returns,3),10))),3)",专属zz500 IC=+0.052 方向=+1
2020Q3,入库,"ts_std(ts_decay_linear(returns,10),3)",专属zz500 IC=+0.061 方向=+1
2020Q3,入库,"ema(abs(ema(slog(returns),3)),3)",专属zz500 IC=+0.040 方向=+1
2020Q3,入库,"ts_std(div(abs(sub(open,close)),beta120),3)",专属zz500 IC=+0.062 方向=+1
2020Q3,入库,"ts_std(div(div(ts_std(sub(open,close),3),beta120),beta120),3)",专属zz500 IC=+0.057 方向=+1
2020Q3,入库,"ema(abs(abs(div(ts_zscore(amount,20),beta120))),3)",专属zz500 IC=+0.093 方向=+1
2020Q3,入库,"ts_mean(abs(returns),10)",专属zz1000 IC=+0.076 方向=+1
2020Q3,入库,"abs(ema(ts_zscore(sub(beta120,volume),40),5))",专属zz1000 IC=+0.032 方向=+1
2020Q3,入库,"div(add(close,mul(ts_std(volume,10),delay(volume,120))),ts_min(open,10))",专属zz1000 IC=+0.028 方向=+1
2020Q3,入库,"abs(mul(mul(ts_slope(ts_slope(volume,3),40),mul(ts_slope(volume,10),ts_std(entro",专属hongli IC=+0.124 方向=+1
2020Q3,入库,"abs(mul(ts_slope(volume,10),ts_tsi(entropy120,120)))",专属hongli IC=+0.038 方向=+1
2020Q3,入库,"abs(mul(ts_slope(volume,10),ts_slope(volume,60)))",专属hongli IC=+0.088 方向=+1
2020Q3,入库,"abs(mul(mul(ts_std(entropy120,120),mul(ts_slope(volume,10),ts_tsi(volume,3))),re",专属hongli IC=+0.080 方向=+1
2020Q3,入库,"abs(mul(mul(ts_slope(ts_slope(volume,3),40),delta(volume,244)),returns))",专属hongli IC=+0.093 方向=+1
2020Q3,入库,"abs(mul(ts_slope(volume,10),ts_slope(volume,10)))",专属hongli IC=+0.035 方向=+1
2020Q3,入库,"abs(mul(mul(ts_slope(volume,10),ts_slope(ts_std(entropy120,120),3)),returns))",专属hongli IC=+0.128 方向=+1
2020Q3,入库,"abs(mul(ts_slope(returns,3),abs(mul(ts_slope(volume,10),ts_slope(close,3)))))",专属hongli IC=+0.083 方向=+1
2020Q3,入库,"abs(mul(mul(ts_std(entropy120,120),mul(entropy120,ts_slope(volume,40))),returns)",专属hongli IC=+0.131 方向=+1
2020Q4,立即退役,abs(returns),IC=-0.029
2020Q4,立即退役,"slog(div(low,high))",IC=-0.025
2020Q4,立即退役,"ts_er(amount,60)",IC=-0.053
2020Q4,立即退役,"delay(low,244)",IC=-0.049
2020Q4,立即退役,"div(low,high)",IC=-0.055
2020Q4,立即退役,"mul(ts_std(close,3),ts_sum(volume,120))",IC=-0.043
2020Q4,立即退役,"ts_zscore(ts_zscore(ts_slope(abs(returns),40),120),120)",IC=-0.033
2020Q4,黄牌退役,"ts_min(ts_sum(open,5),120)",IC=-0.003
2020Q4,立即退役,"ts_std(ts_std(neg(returns),3),3)",IC=-0.070
2020Q4,立即退役,"div(close,ts_std(close,3))",IC=-0.024
2020Q4,立即退役,"abs(delta(returns,3))",IC=-0.111
2020Q4,黄牌退役,"div(volume,delay(ts_rank(add(returns,amount),5),3))",IC=-0.009
2020Q4,立即退役,"ts_min(high,244)",IC=-0.033
2020Q4,立即退役,"add(mul(mul(returns,mul(returns,ts_argmin(beta120,3))),open)",IC=-0.035
2020Q4,黄牌退役,"ts_std(high,20)",IC=-0.008
2020Q4,立即退役,"abs(mul(ts_mean(ts_argmax(beta120,120),60),returns))",IC=-0.020
2020Q4,立即退役,"abs(mul(volume,ts_std(close,3)))",IC=-0.047
2020Q4,立即退役,"ts_std(ts_std(returns,3),3)",IC=-0.070
2020Q4,立即退役,"abs(mul(ts_argmax(entropy120,120),returns))",IC=-0.022
2020Q4,黄牌退役,"ts_std(close,3)",IC=-0.014
2020Q4,黄牌退役,"ts_std(ts_std(ts_std(volume,244),244),3)",IC=-0.001
2020Q4,立即退役,"div(ts_sum(abs(open),5),mul(sub(open,ts_std(ts_std(volume,40",IC=-0.039
2020Q4,立即退役,"ts_std(ts_corr(open,ts_zscore(amount,5),60),5)",IC=-0.062
2020Q4,立即退役,"ts_std(ts_std(open,244),3)",IC=-0.024
2020Q4,立即退役,"abs(ts_corr(high,delta(close,120),20))",IC=-0.045
2020Q4,立即退役,"ts_slope(ts_tsi(volume,60),10)",IC=-0.066
2020Q4,黄牌退役,"mul(abs(sub(open,close)),ts_argmax(ts_max(returns,120),40))",IC=-0.012
2020Q4,立即退役,"ts_er(ts_zscore(slog(volume),10),244)",IC=-0.022
2020Q4,黄牌退役,"ts_std(mul(returns,mul(ts_max(volume,120),ts_corr(returns,ts",IC=-0.014
2020Q4,立即退役,"ts_std(div(close,low),20)",IC=-0.043
2020Q4,立即退役,"ts_max(ssqrt(returns),10)",IC=-0.025
2020Q4,立即退役,"abs(abs(ts_sum(delay(returns,3),10)))",IC=-0.055
2020Q4,立即退役,"ts_argmax(ts_decay_linear(volume,20),10)",IC=-0.024
2020Q4,立即退役,"ema(abs(div(returns,ts_rank(ts_argmin(returns,3),10))),3)",IC=-0.038
2020Q4,立即退役,"ts_std(div(div(ts_std(sub(open,close),3),beta120),beta120),3",IC=-0.034
2020Q4,复职,"div(high,open)",场外IC=+0.056
2020Q4,复职,"abs(ts_tsi(neg(low),20))",场外IC=+0.071
2020Q4,复职,"delay(high,40)",场外IC=+0.069
2020Q4,复职,"abs(ts_sum(returns,120))",场外IC=+0.033
2020Q4,复职,"abs(ts_slope(returns,3))",场外IC=+0.164
2020Q4,复职,"ts_std(ts_zscore(returns,5),5)",场外IC=+0.024
2020Q4,复职,"ts_argmax(volume,5)",场外IC=+0.032
2020Q4,复职,"ts_std(add(ts_mean(returns,3),slog(abs(returns))),5)",场外IC=+0.100
2020Q4,复职,"delay(ts_tsi(ssqrt(high),40),60)",场外IC=+0.033
2020Q4,入库,"ts_std(div(sub(ts_decay_linear(amount,40),mul(high,low)),entropy120),3)",专属hs300 IC=+0.077 方向=+1
2020Q4,入库,"div(ssqrt(returns),ts_zscore(low,120))",专属hs300 IC=+0.027 方向=+1
2020Q4,入库,"ts_rank(ts_argmin(close,5),60)",专属hs300 IC=+0.060 方向=-1
2020Q4,入库,"ts_std(div(delta(close,5),ts_min(delta(low,5),244)),3)",专属hs300 IC=+0.054 方向=+1
2020Q4,入库,"ts_std(div(mul(returns,ts_corr(open,returns,244)),beta120),3)",专属zz500 IC=+0.044 方向=+1
2020Q4,入库,"ts_std(div(add(returns,ts_tsi(ts_mean(high,40),244)),beta120),3)",专属zz500 IC=+0.086 方向=+1
2020Q4,入库,"abs(ts_std(sub(ema(high,20),ts_decay_linear(high,60)),3))",专属zz500 IC=+0.039 方向=+1
2020Q4,入库,"ssqrt(div(beta120,add(returns,ts_std(div(returns,beta120),3))))",专属zz500 IC=+0.107 方向=-1
2020Q4,入库,"ts_std(div(add(returns,ts_corr(open,returns,244)),beta120),10)",专属zz500 IC=+0.035 方向=+1
2020Q4,入库,"abs(div(ts_std(div(open,beta120),3),beta120))",专属zz500 IC=+0.064 方向=+1
2020Q4,入库,"abs(ts_sum(returns,10))",专属zz500 IC=+0.037 方向=+1
2020Q4,入库,"ts_std(ts_std(div(add(returns,ts_corr(open,returns,244)),beta120),3),3)",专属zz500 IC=+0.045 方向=+1
2020Q4,入库,"neg(div(high,low))",专属zz1000 IC=+0.054 方向=-1
2020Q4,入库,"ts_std(div(ts_mean(returns,3),close),3)",专属zz1000 IC=+0.074 方向=+1
2020Q4,入库,"ts_std(ts_std(returns,3),5)",专属zz1000 IC=+0.060 方向=+1
2020Q4,入库,"ts_argmax(returns,40)",专属zz1000 IC=+0.104 方向=-1
2020Q4,入库,"ts_std(div(high,low),3)",专属zz1000 IC=+0.041 方向=+1
2020Q4,入库,"mul(sub(delay(ts_std(volume,3),120),volume),delay(ts_std(volume,3),120))",专属hongli IC=+0.063 方向=-1
2020Q4,入库,"mul(sub(delay(ts_std(volume,3),120),volume),ts_std(entropy120,3))",专属hongli IC=+0.043 方向=-1
2020Q4,入库,"ts_max(entropy120,120)",专属hongli IC=+0.053 方向=+1
2020Q4,入库,"ts_std(ts_max(close,120),3)",专属hongli IC=+0.031 方向=+1
2021Q1,立即退役,"ts_tsi(add(delta(amount,5),ema(high,120)),60)",IC=-0.026
2021Q1,立即退役,"ts_argmax(close,60)",IC=-0.025
2021Q1,黄牌退役,"ts_min(ssqrt(open),244)",IC=-0.014
2021Q1,立即退役,"ts_argmin(sub(open,high),60)",IC=-0.063
2021Q1,立即退役,"ts_std(sign(returns),20)",IC=-0.062
2021Q1,立即退役,"div(sub(close,beta120),ts_zscore(amount,60))",IC=-0.061
2021Q1,立即退役,"abs(ts_sum(returns,120))",IC=-0.042
2021Q1,立即退役,"ts_zscore(sub(high,low),10)",IC=-0.026
2021Q1,立即退役,"div(ts_std(volume,120),open)",IC=-0.037
2021Q1,立即退役,"ts_std(div(close,low),3)",IC=-0.021
2021Q1,立即退役,"ts_std(abs(ts_std(open,244)),5)",IC=-0.088
2021Q1,立即退役,"ts_corr(ts_er(open,120),high,3)",IC=-0.059
2021Q1,立即退役,"ts_std(ssqrt(abs(div(low,close))),3)",IC=-0.024
2021Q1,立即退役,"ts_rank(mul(ts_zscore(close,10),ts_er(volume,244)),60)",IC=-0.034
2021Q1,立即退役,"div(mul(volume,ts_std(returns,3)),mul(ts_tsi(close,10),low))",IC=-0.067
2021Q1,立即退役,"div(open,ema(ts_tsi(volume,10),40))",IC=-0.050
2021Q1,立即退役,"ts_std(ts_sum(ts_max(returns,3),10),20)",IC=-0.020
2021Q1,立即退役,"ts_argmax(returns,60)",IC=-0.056
2021Q1,立即退役,"mul(abs(ts_tsi(neg(high),40)),volume)",IC=-0.087
2021Q1,立即退役,"delay(ts_corr(amount,volume,5),120)",IC=-0.027
2021Q1,黄牌退役,"ts_decay_linear(div(open,high),3)",IC=-0.002
2021Q1,黄牌退役,"ts_std(mul(returns,ts_zscore(high,120)),3)",IC=-0.002
2021Q1,立即退役,"div(volume,ts_corr(ssqrt(low),mul(close,entropy120),244))",IC=-0.039
2021Q1,复职,"ts_max(ts_argmax(volume,3),3)",场外IC=+0.031
2021Q1,复职,"abs(ts_decay_linear(delay(returns,60),40))",场外IC=+0.045
2021Q1,复职,"mul(ts_std(returns,5),div(entropy120,low))",场外IC=+0.102
2021Q1,复职,"ts_rank(div(high,low),20)",场外IC=+0.100
2021Q1,复职,"abs(abs(ts_zscore(ts_slope(high,40),120)))",场外IC=+0.034
2021Q1,复职,"div(ssqrt(mul(ts_corr(add(amount,close),ts_sum(volume,10),10",场外IC=+0.213
2021Q1,复职,"div(ts_sum(ts_argmax(slog(beta120),20),10),ts_std(high,5))",场外IC=+0.045
2021Q1,入库,"abs(ts_zscore(div(amount,entropy120),10))",专属hs300 IC=+0.073 方向=+1
2021Q1,入库,"abs(mul(volume,mul(ts_zscore(div(amount,entropy120),10),ts_tsi(ts_tsi(open,20),6",专属hs300 IC=+0.111 方向=+1
2021Q1,入库,"abs(mul(mul(amount,entropy120),mul(ts_slope(ts_max(low,10),40),returns)))",专属hs300 IC=+0.017 方向=+1
2021Q1,入库,"ts_er(abs(returns),3)",专属hs300 IC=+0.071 方向=+1
2021Q1,入库,"abs(mul(mul(volume,ts_zscore(amount,10)),ts_tsi(ts_argmax(close,3),60)))",专属hs300 IC=+0.127 方向=+1
2021Q1,入库,"abs(mul(volume,mul(volume,ts_slope(mul(amount,entropy120),10))))",专属hs300 IC=+0.031 方向=+1
2021Q1,入库,"slog(ts_std(close,3))",专属zz500 IC=+0.019 方向=+1
2021Q1,入库,"mul(mul(returns,returns),sub(mul(mul(returns,returns),sub(close,low)),returns))",专属zz500 IC=+0.084 方向=+1
2021Q1,入库,"slog(ts_std(low,3))",专属zz500 IC=+0.027 方向=+1
2021Q1,入库,"delay(ts_sum(returns,244),120)",专属zz1000 IC=+0.020 方向=+1
2021Q1,入库,"ts_std(ts_max(returns,3),5)",专属zz1000 IC=+0.086 方向=+1
2021Q1,入库,"ts_argmax(mul(returns,open),40)",专属zz1000 IC=+0.111 方向=-1
2021Q1,入库,"ts_max(ts_slope(ts_tsi(amount,40),10),244)",专属hongli IC=+0.031 方向=+1
2021Q1,入库,"add(ts_zscore(volume,5),ts_min(ts_std(high,3),120))",专属hongli IC=+0.078 方向=+1
2021Q1,入库,"ts_zscore(volume,20)",专属hongli IC=+0.017 方向=+1
2021Q1,入库,"add(ts_std(ts_sum(low,120),120),ts_zscore(ssqrt(open),40))",专属hongli IC=+0.073 方向=+1
2021Q2,立即退役,"ema(ts_corr(beta120,low,3),244)",IC=-0.040
2021Q2,立即退役,"ts_zscore(ts_argmin(ts_tsi(ts_er(ts_zscore(beta120,5),60),40",IC=-0.030
2021Q2,立即退役,"ts_corr(open,volume,20)",IC=-0.057
2021Q2,立即退役,"abs(ts_std(close,3))",IC=-0.022
2021Q2,立即退役,"ts_corr(high,amount,60)",IC=-0.063
2021Q2,立即退役,"ts_tsi(abs(slog(returns)),244)",IC=-0.093
2021Q2,立即退役,"div(div(high,ts_std(neg(volume),244)),div(sub(volume,ts_deca",IC=-0.066
2021Q2,立即退役,"abs(ts_max(ts_zscore(div(returns,beta120),20),3))",IC=-0.056
2021Q2,立即退役,"ts_std(ssqrt(returns),3)",IC=-0.034
2021Q2,立即退役,"ts_std(ts_zscore(returns,5),5)",IC=-0.035
2021Q2,立即退役,"ts_tsi(abs(returns),244)",IC=-0.112
2021Q2,立即退役,"ts_corr(high,high,40)",IC=-0.044
2021Q2,立即退役,"ts_zscore(sub(low,sub(high,open)),5)",IC=-0.029
2021Q2,立即退役,"abs(mul(mul(div(low,ts_std(high,10)),div(sub(low,high),retur",IC=-0.043
2021Q2,立即退役,"add(abs(returns),ts_std(add(beta120,returns),5))",IC=-0.055
2021Q2,立即退役,"ts_corr(volume,beta120,244)",IC=-0.036
2021Q2,立即退役,"ts_std(add(high,amount),10)",IC=-0.045
2021Q2,立即退役,"ts_argmax(ts_decay_linear(abs(returns),244),3)",IC=-0.061
2021Q2,立即退役,"ts_argmax(returns,244)",IC=-0.038
2021Q2,立即退役,"ts_std(mul(neg(neg(returns)),mul(ts_max(volume,120),delta(ts",IC=-0.071
2021Q2,立即退役,"mul(ts_max(returns,120),ts_std(high,10))",IC=-0.108
2021Q2,立即退役,"ts_std(div(close,high),3)",IC=-0.047
2021Q2,立即退役,"abs(ts_slope(returns,5))",IC=-0.029
2021Q2,立即退役,"abs(mul(returns,ts_slope(open,40)))",IC=-0.045
2021Q2,黄牌退役,"delta(mul(volume,amount),40)",IC=-0.016
2021Q2,立即退役,"abs(mul(mul(ts_slope(ts_slope(volume,3),40),delta(volume,244",IC=-0.022
2021Q2,立即退役,"neg(div(high,low))",IC=-0.034
2021Q2,立即退役,"ts_std(div(ts_mean(returns,3),close),3)",IC=-0.041
2021Q2,立即退役,"ts_max(entropy120,120)",IC=-0.023
2021Q2,立即退役,"abs(mul(mul(amount,entropy120),mul(ts_slope(ts_max(low,10),4",IC=-0.053
2021Q2,立即退役,"abs(mul(mul(volume,ts_zscore(amount,10)),ts_tsi(ts_argmax(cl",IC=-0.059
2021Q2,立即退役,"delay(ts_sum(returns,244),120)",IC=-0.066
2021Q2,立即退役,"ts_zscore(volume,20)",IC=-0.031
2021Q2,复职,"ssqrt(ts_sum(mul(returns,returns),20))",场外IC=+0.083
2021Q2,复职,"div(high,low)",场外IC=+0.076
2021Q2,复职,"ts_max(low,244)",场外IC=+0.077
2021Q2,复职,"div(beta120,ts_corr(high,volume,20))",场外IC=+0.024
2021Q2,复职,"ts_std(abs(volume),10)",场外IC=+0.071
2021Q2,复职,"abs(ts_max(ssqrt(ema(returns,40)),3))",场外IC=+0.039
2021Q2,复职,"ts_corr(open,amount,5)",场外IC=+0.055
2021Q2,复职,"neg(ts_argmax(amount,20))",场外IC=+0.033
2021Q2,复职,"ts_sum(ts_std(close,40),5)",场外IC=+0.031
2021Q2,复职,"ts_std(ts_decay_linear(low,10),40)",场外IC=+0.042
2021Q2,复职,"div(div(close,sub(low,high)),ts_std(sub(open,div(low,sub(low",场外IC=+0.060
2021Q2,复职,"abs(ts_std(ts_max(high,10),20))",场外IC=+0.031
2021Q2,复职,"abs(slog(ts_slope(high,40)))",场外IC=+0.037
2021Q2,入库,"ts_std(ssqrt(ema(amount,40)),3)",专属hs300 IC=+0.082 方向=+1
2021Q2,入库,"ts_std(ssqrt(ts_std(high,40)),3)",专属hs300 IC=+0.069 方向=+1
2021Q2,入库,"ts_std(ts_std(ts_std(amount,3),40),3)",专属hs300 IC=+0.040 方向=+1
2021Q2,入库,"ts_std(ts_std(ts_std(amount,40),10),3)",专属hs300 IC=+0.073 方向=+1
2021Q2,入库,"ts_zscore(ts_std(amount,20),3)",专属hs300 IC=+0.119 方向=+1
2021Q2,入库,"ts_std(ts_std(ts_std(ts_std(amount,40),3),3),3)",专属hs300 IC=+0.033 方向=+1
2021Q2,入库,"ts_std(ts_std(ts_std(amount,20),40),3)",专属hs300 IC=+0.031 方向=+1
2021Q2,入库,"ts_std(ts_std(ts_std(ts_std(volume,40),40),3),3)",专属hs300 IC=+0.063 方向=+1
2021Q2,入库,"abs(mul(ts_tsi(returns,20),ts_std(returns,3)))",专属zz500 IC=+0.015 方向=+1
2021Q2,入库,"div(low,ts_std(ts_sum(amount,3),5))",专属zz500 IC=+0.047 方向=-1
2021Q2,入库,"div(low,sub(mul(returns,low),ssqrt(open)))",专属zz500 IC=+0.043 方向=+1
2021Q2,入库,"abs(ts_std(slog(amount),20))",专属zz500 IC=+0.099 方向=+1
2021Q2,入库,"div(low,ema(ts_rank(amount,120),244))",专属zz500 IC=+0.135 方向=-1
2021Q2,入库,"abs(delta(add(volume,amount),5))",专属zz1000 IC=+0.044 方向=+1
2021Q2,入库,"neg(ts_std(div(volume,div(volume,high)),10))",专属zz1000 IC=+0.078 方向=-1
2021Q2,入库,"abs(delta(div(ts_std(high,3),high),3))",专属zz1000 IC=+0.071 方向=+1
2021Q2,入库,"abs(ts_std(div(volume,high),10))",专属zz1000 IC=+0.048 方向=+1
2021Q2,入库,"ts_std(abs(ts_mean(returns,20)),3)",专属zz1000 IC=+0.065 方向=+1
2021Q2,入库,"ts_std(div(entropy120,high),10)",专属zz1000 IC=+0.154 方向=+1
2021Q2,入库,"mul(mul(ts_tsi(beta120,244),delta(delay(add(volume,close),10),120)),volume)",专属hongli IC=+0.036 方向=-1
2021Q2,入库,"ts_decay_linear(mul(ts_tsi(ts_min(beta120,244),244),ts_tsi(delta(open,120),244))",专属hongli IC=+0.079 方向=-1
2021Q2,入库,"mul(delta(volume,120),delta(volume,120))",专属hongli IC=+0.061 方向=+1
2021Q2,入库,"ts_decay_linear(mul(ts_tsi(beta120,244),ts_tsi(beta120,244)),3)",专属hongli IC=+0.091 方向=-1
2021Q2,入库,"ts_argmax(ts_min(beta120,3),5)",专属hongli IC=+0.043 方向=+1
2021Q2,入库,"mul(ts_tsi(mul(ts_tsi(beta120,244),delta(volume,120)),244),delta(volume,120))",专属hongli IC=+0.021 方向=-1
2021Q2,入库,"ts_decay_linear(mul(ts_tsi(returns,244),delta(high,120)),20)",专属hongli IC=+0.024 方向=+1
2021Q2,入库,"mul(mul(ts_tsi(beta120,244),ts_tsi(ts_zscore(ts_std(low,60),20),244)),volume)",专属hongli IC=+0.073 方向=-1
2021Q3,立即退役,"mul(ts_min(ts_slope(low,40),244),ts_max(ts_min(ts_sum(high,4",IC=-0.040
2021Q3,黄牌退役,"mul(ts_argmin(open,3),ts_max(ts_min(ts_sum(high,40),244),60)",IC=-0.019
2021Q3,立即退役,"div(high,open)",IC=-0.022
2021Q3,立即退役,"add(ema(ts_er(volume,120),20),delta(ts_std(volume,120),10))",IC=-0.062
2021Q3,立即退役,"ts_argmax(delay(ts_min(low,3),5),40)",IC=-0.027
2021Q3,立即退役,"delay(high,40)",IC=-0.025
2021Q3,立即退役,"delta(beta120,5)",IC=-0.059
2021Q3,立即退役,"div(beta120,ts_corr(high,volume,20))",IC=-0.084
2021Q3,立即退役,"ts_std(abs(volume),10)",IC=-0.025
2021Q3,立即退役,"div(ssqrt(mul(ts_rank(delta(volume,244),20),volume)),open)",IC=-0.125
2021Q3,立即退役,"div(ts_std(low,10),volume)",IC=-0.025
2021Q3,立即退役,"div(volume,sign(delta(amount,40)))",IC=-0.042
2021Q3,立即退役,"ts_rank(sub(close,high),244)",IC=-0.024
2021Q3,立即退役,"neg(ts_argmax(amount,20))",IC=-0.032
2021Q3,立即退役,"ts_tsi(volume,244)",IC=-0.128
2021Q3,立即退役,"ts_er(div(ts_std(div(open,high),20),high),120)",IC=-0.022
2021Q3,立即退役,"delay(ts_tsi(ssqrt(high),40),60)",IC=-0.041
2021Q3,立即退役,"mul(add(ts_std(low,120),volume),ts_std(delta(high,120),20))",IC=-0.045
2021Q3,立即退役,"ts_tsi(ts_zscore(abs(volume),10),244)",IC=-0.069
2021Q3,立即退役,"ts_std(mul(volume,mul(returns,ts_sum(ts_sum(returns,3),60)))",IC=-0.031
2021Q3,黄牌退役,"abs(mul(mul(ts_std(entropy120,120),mul(entropy120,ts_slope(v",IC=-0.010
2021Q3,立即退役,"ts_rank(ts_argmin(close,5),60)",IC=-0.020
2021Q3,立即退役,"abs(ts_sum(returns,10))",IC=-0.028
2021Q3,立即退役,"ts_std(ts_max(close,120),3)",IC=-0.022
2021Q3,立即退役,"abs(mul(volume,mul(volume,ts_slope(mul(amount,entropy120),10",IC=-0.071
2021Q3,立即退役,"ts_argmax(mul(returns,open),40)",IC=-0.024
2021Q3,立即退役,"add(ts_std(ts_sum(low,120),120),ts_zscore(ssqrt(open),40))",IC=-0.035
2021Q3,立即退役,"mul(delta(volume,120),delta(volume,120))",IC=-0.045
2021Q3,立即退役,"mul(ts_tsi(mul(ts_tsi(beta120,244),delta(volume,120)),244),d",IC=-0.054
2021Q3,立即退役,"ts_decay_linear(mul(ts_tsi(returns,244),delta(high,120)),20)",IC=-0.187
2021Q3,复职,"ts_tsi(returns,244)",场外IC=+0.028
2021Q3,复职,"ts_std(returns,60)",场外IC=+0.056
2021Q3,复职,"div(open,high)",场外IC=+0.031
2021Q3,复职,"div(ts_std(ts_tsi(open,20),10),ts_sum(abs(returns),120))",场外IC=+0.074
2021Q3,复职,"ema(ts_argmin(ts_argmin(amount,20),40),20)",场外IC=+0.025
2021Q3,复职,"sub(ts_decay_linear(ts_tsi(returns,40),3),ts_tsi(volume,244)",场外IC=+0.029
2021Q3,复职,"ts_std(ts_mean(ssqrt(amount),60),5)",场外IC=+0.027
