date,open,high,low,close,volume,amount
2005-01-04,996.682,996.682,984.795,986.927,232376203.0,1329187122.0
2005-01-05,986.57,1008.855,985.677,1003.633,348610113.0,1919861791.0
2005-01-06,1003.49,1003.49,990.792,994.595,293390559.0,1629216031.0
2005-01-07,993.434,1009.0,990.446,997.606,339162698.0,1906530712.0
2005-01-10,996.928,1006.457,993.123,1006.337,294940533.0,1650218869.0
2005-01-11,1006.211,1009.501,999.86,1008.343,313611521.0,1778497883.0
2005-01-12,1008.01,1008.743,998.361,1008.62,319639380.0,1825638693.0
2005-01-13,1008.098,1014.841,1005.348,1013.07,471573361.0,2716827481.0
2005-01-14,1012.699,1019.48,999.266,1000.169,401693734.0,2284638759.0
2005-01-17,990.987,991.022,974.333,977.522,435860320.0,2418653726.0
2005-01-18,977.603,991.839,974.149,991.419,451613258.0,2523669419.0
2005-01-19,991.291,991.291,981.227,986.241,425524931.0,2304569213.0
2005-01-20,983.198,983.198,966.887,972.463,465204848.0,2588992483.0
2005-01-21,971.501,989.718,951.427,988.519,618525583.0,3412342279.0
2005-01-24,1009.947,1009.947,998.37,1008.175,732335514.0,4105828975.0
2005-01-25,1006.0,1006.0,989.946,999.553,469480344.0,2651186737.0
2005-01-26,997.638,997.638,985.669,987.955,411390082.0,2238628613.0
2005-01-27,986.146,986.146,970.354,971.373,412321375.0,2214822674.0
2005-01-28,971.373,971.941,949.112,952.413,407237328.0,2106037353.0
2005-01-31,948.439,948.439,921.58,922.653,409509905.0,2058937471.0
2005-02-01,919.8,929.688,911.933,913.331,419974568.0,2076599356.0
2005-02-02,913.025,964.423,913.025,964.243,655356622.0,3522826077.0
2005-02-03,963.746,967.936,944.764,945.312,637130084.0,3476526549.0
2005-02-04,944.447,963.81,943.472,962.028,519301391.0,2874284614.0
2005-02-16,967.432,979.304,965.939,972.337,469332268.0,2555290412.0
2005-02-17,971.838,977.44,964.324,977.272,403195849.0,2081885379.0
2005-02-18,977.12,977.12,964.554,964.769,411281145.0,2134898913.0
2005-02-21,965.001,981.887,964.471,981.819,476520314.0,2568576863.0
2005-02-22,982.418,1008.671,980.505,1007.688,957578905.0,5328306279.0
2005-02-23,1008.293,1023.33,1002.801,1019.258,1020182334.0,5822771921.0
2005-02-24,1018.292,1024.873,1012.445,1024.446,868323283.0,4874675166.0
2005-02-25,1024.569,1035.474,1023.744,1024.118,965076125.0,5608389732.0
2005-02-28,1023.191,1026.037,1014.941,1020.847,702805156.0,4174609104.0
2005-03-01,1020.595,1023.96,1011.561,1021.162,667563690.0,3803211754.0
2005-03-02,1021.357,1028.329,1005.335,1006.148,745797116.0,4197819828.0
2005-03-03,1004.1,1011.7,996.362,1011.288,537249418.0,2991525954.0
2005-03-04,1011.2,1012.665,1001.848,1003.21,452518936.0,2551598958.0
2005-03-07,1004.341,1008.356,1001.861,1006.953,447514053.0,2595513439.0
2005-03-08,1007.684,1029.457,1007.684,1029.457,718700799.0,4502177472.0
2005-03-09,1031.602,1034.618,1024.89,1032.55,825782273.0,5012633412.0
2005-03-10,1032.274,1032.274,1002.415,1005.545,710602049.0,4259483416.0
2005-03-11,1003.781,1010.857,999.111,1009.434,595531053.0,3681413477.0
2005-03-14,1009.177,1016.538,991.059,1007.766,755050325.0,4838849569.0
2005-03-15,1007.892,1007.892,992.015,993.831,649956805.0,4049428975.0
2005-03-16,992.642,992.642,977.132,983.916,531196451.0,3199203625.0
2005-03-17,983.105,984.246,970.338,970.966,531330742.0,3178910836.0
2005-03-18,969.118,973.1,945.597,949.509,539391703.0,3123548577.0
2005-03-21,947.571,952.756,940.094,949.553,419219010.0,2502435568.0
2005-03-22,948.784,949.067,918.093,922.564,579501326.0,3283723310.0
